card_id,customer_code,card_number,card_type,product_type,issue_date,expire_date,activation_date,credit_limit,available_credit,outstanding_balance,minimum_payment,due_date,interest_rate,card_status
CARD_B_000125_02,B_000125,****-****-****-8129,DEBIT,NOI_DIA,2021-07-12,2024-07-11,2021-07-18,0.0,0.0,0.0,0.0,2021-08-20,26.86,LOST
CARD_B_000126_01,B_000126,****-****-****-7721,DEBIT,QUOC_TE,2024-12-10,2029-12-09,2024-12-13,0.0,0.0,0.0,0.0,2025-01-20,23.45,INACTIVE
CARD_B_000126_02,B_000126,****-****-****-1152,CREDIT,NOI_DIA,2024-01-25,2027-01-24,2024-01-26,52480897.386087835,13222708.90153981,39258188.484548025,1962909.4242274014,2024-02-20,27.95,ACTIVE
CARD_B_000126_03,B_000126,****-****-****-1466,CREDIT,QUOC_TE,2020-06-12,2025-06-11,,99272456.4934551,20643210.723659694,78629245.7697954,3931462.28848977,2020-07-20,25.0,ACTIVE
CARD_B_000127_01,B_000127,****-****-****-3946,DEBIT,NOI_DIA,2023-10-23,2027-10-22,2023-11-21,0.0,0.0,0.0,0.0,2023-11-20,20.29,ACTIVE
CARD_B_000127_02,B_000127,****-****-****-3472,CREDIT,NOI_DIA,2023-10-22,2027-10-21,2023-11-11,57142930.12029397,30464620.65219598,26678309.46809799,1333915.4734048995,2023-11-20,21.6,ACTIVE
CARD_B_000127_03,B_000127,****-****-****-7101,DEBIT,NOI_DIA,2022-09-21,2025-09-20,,0.0,0.0,0.0,0.0,2022-10-20,23.78,ACTIVE
CARD_B_000128_01,B_000128,****-****-****-7987,CREDIT,QUOC_TE,2024-10-25,2029-10-24,2024-10-31,76594224.32286365,25360798.488205567,51233425.83465809,2561671.2917329045,2024-11-20,21.0,ACTIVE
CARD_B_000128_02,B_000128,****-****-****-3709,CREDIT,NOI_DIA,2022-09-18,2025-09-17,2022-09-25,76395787.50448737,38229680.02939859,38166107.475088775,1908305.373754439,2022-10-20,24.96,ACTIVE
CARD_B_000128_03,B_000128,****-****-****-3683,CREDIT,QUOC_TE,2020-03-26,2024-03-25,2020-04-02,91553624.56707999,38580861.63482457,52972762.932255425,2648638.1466127713,2020-04-20,24.58,ACTIVE
CARD_B_000129_01,B_000129,****-****-****-5442,CREDIT,QUOC_TE,2023-02-11,2027-02-10,2023-02-16,78071276.62075126,16400448.408661604,61670828.21208966,3083541.410604483,2023-03-20,25.21,ACTIVE
CARD_B_000129_02,B_000129,****-****-****-3128,DEBIT,NOI_DIA,2020-03-07,2024-03-06,,0.0,0.0,0.0,0.0,2020-04-20,23.76,ACTIVE
CARD_B_000129_03,B_000129,****-****-****-2719,CREDIT,QUOC_TE,2024-11-16,2028-11-15,2024-11-22,73971281.97891554,49501620.074576735,24469661.904338807,1223483.0952169404,2024-12-20,22.16,ACTIVE
CARD_B_000130_01,B_000130,****-****-****-7384,CREDIT,QUOC_TE,2021-05-23,2026-05-22,2021-06-16,64065057.65812161,27197051.974414274,36868005.683707334,1843400.2841853667,2021-06-20,20.82,INACTIVE
CARD_B_000130_02,B_000130,****-****-****-6380,CREDIT,QUOC_TE,2020-10-01,2025-09-30,2020-10-04,95323420.53689276,21766258.84666489,73557161.69022787,3677858.0845113937,2020-11-20,27.76,ACTIVE
CARD_B_000130_03,B_000130,****-****-****-9359,CREDIT,NOI_DIA,2020-05-15,2024-05-14,2020-05-22,54569366.9815949,11255630.992441937,43313735.98915296,2165686.7994576483,2020-06-20,24.66,ACTIVE
CARD_B_000131_01,B_000131,****-****-****-2654,DEBIT,NOI_DIA,2022-11-19,2026-11-18,2022-11-23,0.0,0.0,0.0,0.0,2022-12-20,20.49,INACTIVE
CARD_B_000131_02,B_000131,****-****-****-8216,DEBIT,QUOC_TE,2023-04-29,2026-04-28,2023-05-02,0.0,0.0,0.0,0.0,2023-05-20,23.9,ACTIVE
CARD_B_000131_03,B_000131,****-****-****-4159,CREDIT,QUOC_TE,2024-10-04,2028-10-03,2024-10-11,84527089.75113988,50803496.7468902,33723593.00424968,1686179.650212484,2024-11-20,24.34,ACTIVE
CARD_B_000132_01,B_000132,****-****-****-1582,CREDIT,QUOC_TE,2020-01-04,2024-01-03,,87689492.77022451,40341331.9218433,47348160.848381214,2367408.0424190606,2020-02-20,26.37,ACTIVE
CARD_B_000132_02,B_000132,****-****-****-9722,CREDIT,QUOC_TE,2020-05-15,2025-05-14,2020-05-17,77454546.19608696,28604270.794813253,48850275.401273705,2442513.7700636853,2020-06-20,22.55,ACTIVE
CARD_B_000132_03,B_000132,****-****-****-9437,CREDIT,QUOC_TE,2023-12-11,2027-12-10,2023-12-15,90239135.20420496,64480361.32167323,25758773.882531732,1287938.6941265867,2024-01-20,22.23,EXPIRED
CARD_B_000132_04,B_000132,****-****-****-6785,CREDIT,QUOC_TE,2022-11-10,2027-11-09,,95762631.69002903,49952715.51130306,45809916.178725965,2290495.8089362984,2022-12-20,26.85,ACTIVE
CARD_B_000133_01,B_000133,****-****-****-4072,CREDIT,QUOC_TE,2024-03-06,2027-03-06,2024-03-08,91684360.43096125,20387496.97247584,71296863.45848541,3564843.172924271,2024-04-20,27.18,ACTIVE
CARD_B_000133_02,B_000133,****-****-****-9691,DEBIT,NOI_DIA,2020-08-02,2023-08-02,2020-08-29,0.0,0.0,0.0,0.0,2020-09-20,24.41,ACTIVE
CARD_B_000134_01,B_000134,****-****-****-1278,CREDIT,QUOC_TE,2022-01-14,2025-01-13,2022-01-16,87587971.66709664,50576322.43523721,37011649.23185944,1850582.461592972,2022-02-20,26.35,ACTIVE
CARD_B_000134_02,B_000134,****-****-****-9482,CREDIT,NOI_DIA,2024-12-28,2029-12-27,2025-01-01,74070623.46888603,27638814.437100068,46431809.031785965,2321590.4515892984,2025-01-20,25.69,ACTIVE
CARD_B_000134_03,B_000134,****-****-****-3536,CREDIT,NOI_DIA,2021-11-22,2024-11-21,2021-12-08,98918180.40019041,77051294.88487184,21866885.51531858,1093344.2757659291,2021-12-20,23.84,ACTIVE
CARD_B_000135_01,B_000135,****-****-****-4891,CREDIT,NOI_DIA,2023-05-28,2028-05-26,2023-06-09,79456752.95373641,24049948.03312456,55406804.92061185,2770340.246030593,2023-06-20,22.86,ACTIVE
CARD_B_000135_02,B_000135,****-****-****-5554,CREDIT,QUOC_TE,2020-07-05,2025-07-04,2020-07-06,73788941.79733996,16557101.078792058,57231840.7185479,2861592.0359273953,2020-08-20,23.54,ACTIVE
CARD_B_000135_03,B_000135,****-****-****-3916,DEBIT,NOI_DIA,2021-08-16,2025-08-15,2021-08-21,0.0,0.0,0.0,0.0,2021-09-20,21.42,ACTIVE
CARD_B_000135_04,B_000135,****-****-****-8719,CREDIT,QUOC_TE,2022-09-12,2026-09-11,2022-09-14,90810520.63174018,78261011.45108709,12549509.180653088,627475.4590326544,2022-10-20,26.42,ACTIVE
CARD_B_000136_01,B_000136,****-****-****-8130,DEBIT,NOI_DIA,2022-03-12,2027-03-11,2022-03-15,0.0,0.0,0.0,0.0,2022-04-20,21.93,INACTIVE
CARD_B_000136_02,B_000136,****-****-****-2461,CREDIT,QUOC_TE,2023-07-17,2027-07-16,2023-08-11,74749976.31662078,61883498.315326795,12866478.001293989,643323.9000646995,2023-08-20,23.1,ACTIVE
CARD_B_000136_03,B_000136,****-****-****-6586,DEBIT,QUOC_TE,2024-04-08,2027-04-08,2024-04-27,0.0,0.0,0.0,0.0,2024-05-20,23.98,ACTIVE
CARD_B_000136_04,B_000136,****-****-****-3479,CREDIT,NOI_DIA,2021-01-31,2026-01-30,2021-02-02,80488309.68758957,39941848.190178834,40546461.49741074,2027323.074870537,2021-02-20,23.72,ACTIVE
CARD_B_000137_01,B_000137,****-****-****-3871,DEBIT,QUOC_TE,2023-01-12,2027-01-11,2023-01-14,0.0,0.0,0.0,0.0,2023-02-20,23.79,ACTIVE
CARD_B_000137_02,B_000137,****-****-****-8086,CREDIT,NOI_DIA,2024-05-19,2027-05-19,2024-05-23,56168284.13846496,37075040.28164952,19093243.856815435,954662.1928407717,2024-06-20,26.98,ACTIVE
CARD_B_000137_03,B_000137,****-****-****-1839,CREDIT,NOI_DIA,2021-07-21,2026-07-20,2021-07-25,90069006.82563925,19882878.86134334,70186127.96429591,3509306.3982147956,2021-08-20,26.76,ACTIVE
CARD_B_000138_01,B_000138,****-****-****-3981,CREDIT,NOI_DIA,2020-01-15,2025-01-13,2020-01-22,60249078.16648802,13362738.982327789,46886339.18416023,2344316.9592080116,2020-02-20,20.68,ACTIVE
CARD_B_000138_02,B_000138,****-****-****-3612,DEBIT,QUOC_TE,2022-08-29,2027-08-28,2022-08-31,0.0,0.0,0.0,0.0,2022-09-20,26.69,ACTIVE
CARD_B_000139_01,B_000139,****-****-****-2825,DEBIT,NOI_DIA,2024-01-09,2027-01-08,,0.0,0.0,0.0,0.0,2024-02-20,21.54,ACTIVE
CARD_B_000139_02,B_000139,****-****-****-6893,CREDIT,QUOC_TE,2021-11-09,2026-11-08,2021-11-14,85343758.06228131,64665424.34984897,20678333.712432336,1033916.6856216169,2021-12-20,27.83,ACTIVE
CARD_B_000139_03,B_000139,****-****-****-3661,CREDIT,NOI_DIA,2023-02-27,2027-02-26,2023-03-19,50801409.618733004,33943402.17289458,16858007.445838418,842900.3722919209,2023-03-20,26.8,ACTIVE
CARD_B_000140_01,B_000140,****-****-****-5270,CREDIT,QUOC_TE,2024-08-21,2027-08-21,2024-08-23,72644900.97627349,58401022.11580078,14243878.86047271,712193.9430236355,2024-09-20,20.58,ACTIVE
CARD_B_000140_02,B_000140,****-****-****-7888,CREDIT,NOI_DIA,2022-11-09,2027-11-08,2022-11-11,71747338.72178052,49949567.02615611,21797771.69562441,1089888.5847812206,2022-12-20,21.47,ACTIVE
CARD_B_000140_03,B_000140,****-****-****-9810,DEBIT,QUOC_TE,2022-12-19,2026-12-18,2022-12-20,0.0,0.0,0.0,0.0,2023-01-20,27.98,ACTIVE
CARD_B_000141_01,B_000141,****-****-****-9575,CREDIT,QUOC_TE,2023-02-18,2027-02-17,2023-02-27,72905973.42237611,48642016.04291175,24263957.379464354,1213197.8689732177,2023-03-20,21.13,ACTIVE
CARD_B_000141_02,B_000141,****-****-****-6092,CREDIT,NOI_DIA,2020-12-05,2024-12-04,2020-12-09,51706765.052453026,28631569.430741746,23075195.62171128,1153759.781085564,2021-01-20,22.64,ACTIVE
CARD_B_000141_03,B_000141,****-****-****-9771,CREDIT,NOI_DIA,2024-08-17,2029-08-16,2024-09-06,85730588.24958742,39208336.002840355,46522252.24674706,2326112.612337353,2024-09-20,26.3,ACTIVE
CARD_B_000141_04,B_000141,****-****-****-2180,CREDIT,NOI_DIA,2021-11-06,2026-11-05,2021-11-20,97163387.14123337,77033654.102157,20129733.03907638,1006486.6519538191,2021-12-20,22.37,ACTIVE
CARD_B_000142_01,B_000142,****-****-****-6047,CREDIT,QUOC_TE,2022-09-19,2027-09-18,2022-09-21,73349592.04172485,64887327.47657409,8462264.565150749,423113.22825753747,2022-10-20,21.58,ACTIVE
CARD_B_000142_02,B_000142,****-****-****-2182,CREDIT,NOI_DIA,2024-09-23,2028-09-22,2024-10-19,98614620.97019532,33540154.33986406,65074466.63033126,3253723.3315165634,2024-10-20,20.67,ACTIVE
CARD_B_000143_01,B_000143,****-****-****-7698,CREDIT,QUOC_TE,2020-12-19,2025-12-18,2020-12-26,87171683.69411655,35329890.21113419,51841793.48298236,2592089.6741491184,2021-01-20,26.83,ACTIVE
CARD_B_000143_02,B_000143,****-****-****-5327,CREDIT,NOI_DIA,2020-09-20,2023-09-20,,86182831.67039865,20633415.26619395,65549416.404204704,3277470.820210235,2020-10-20,23.49,ACTIVE
CARD_B_000143_03,B_000143,****-****-****-4163,DEBIT,NOI_DIA,2021-06-04,2026-06-03,2021-06-05,0.0,0.0,0.0,0.0,2021-07-20,25.73,ACTIVE
CARD_B_000144_01,B_000144,****-****-****-2702,CREDIT,NOI_DIA,2021-09-01,2025-08-31,2021-09-16,70619562.8172273,56834337.77838649,13785225.038840812,689261.2519420406,2021-10-20,22.7,ACTIVE
CARD_B_000144_02,B_000144,****-****-****-7064,CREDIT,NOI_DIA,2024-09-23,2027-09-23,2024-09-26,50390235.03642653,25935137.776896205,24455097.259530324,1222754.8629765164,2024-10-20,24.19,BLOCKED
CARD_B_000144_03,B_000144,****-****-****-1204,DEBIT,QUOC_TE,2022-09-03,2027-09-02,2022-09-13,0.0,0.0,0.0,0.0,2022-10-20,24.69,ACTIVE
CARD_B_000145_01,B_000145,****-****-****-4176,CREDIT,NOI_DIA,2024-01-16,2027-01-15,2024-01-20,98144585.14673054,45161231.95565095,52983353.191079594,2649167.65955398,2024-02-20,23.61,ACTIVE
CARD_B_000145_02,B_000145,****-****-****-2138,DEBIT,QUOC_TE,2023-08-14,2028-08-12,2023-08-18,0.0,0.0,0.0,0.0,2023-09-20,20.55,ACTIVE
CARD_B_000145_03,B_000145,****-****-****-3079,CREDIT,NOI_DIA,2021-04-13,2024-04-12,2021-04-20,53629036.70283231,45694634.376600996,7934402.326231314,396720.11631156574,2021-05-20,27.51,ACTIVE
CARD_B_000146_01,B_000146,****-****-****-1200,CREDIT,NOI_DIA,2020-04-08,2024-04-07,2020-04-20,70041062.78096959,47556563.32546313,22484499.45550646,1124224.972775323,2020-05-20,26.85,ACTIVE
CARD_B_000146_02,B_000146,****-****-****-7411,CREDIT,QUOC_TE,2021-01-03,2024-01-03,,90401063.8238017,71367318.44420685,19033745.379594844,951687.2689797422,2021-02-20,20.66,ACTIVE
CARD_B_000147_01,B_000147,****-****-****-2267,CREDIT,QUOC_TE,2020-11-29,2024-11-28,2020-12-04,52779250.43185038,16793768.92207121,35985481.50977917,1799274.0754889585,2020-12-20,22.75,ACTIVE
CARD_B_000147_02,B_000147,****-****-****-3609,CREDIT,NOI_DIA,2022-01-01,2026-12-31,2022-01-05,83351240.46356958,23824042.031335555,59527198.43223403,2976359.9216117016,2022-02-20,27.29,LOST
CARD_B_000147_03,B_000147,****-****-****-4537,CREDIT,NOI_DIA,2020-05-22,2024-05-21,2020-05-24,55561415.29589357,48779490.73702923,6781924.558864339,339096.227943217,2020-06-20,26.72,ACTIVE
CARD_B_000148_01,B_000148,****-****-****-8512,DEBIT,QUOC_TE,2021-01-27,2025-01-26,2021-01-30,0.0,0.0,0.0,0.0,2021-02-20,26.37,ACTIVE
CARD_B_000148_02,B_000148,****-****-****-1398,DEBIT,QUOC_TE,2021-03-07,2025-03-06,2021-03-11,0.0,0.0,0.0,0.0,2021-04-20,24.69,BLOCKED
CARD_B_000149_01,B_000149,****-****-****-4156,CREDIT,QUOC_TE,2024-04-06,2027-04-06,2024-04-12,69769207.60212323,51491377.785491794,18277829.816631433,913891.4908315716,2024-05-20,24.98,INACTIVE
CARD_B_000149_02,B_000149,****-****-****-2371,DEBIT,QUOC_TE,2020-01-23,2023-01-22,2020-01-26,0.0,0.0,0.0,0.0,2020-02-20,22.08,ACTIVE
CARD_B_000149_03,B_000149,****-****-****-5030,DEBIT,QUOC_TE,2021-07-08,2026-07-07,2021-08-01,0.0,0.0,0.0,0.0,2021-08-20,26.27,ACTIVE
CARD_B_000149_04,B_000149,****-****-****-6525,CREDIT,NOI_DIA,2023-02-05,2026-02-04,2023-02-10,84016136.69411111,62868103.74659641,21148032.9475147,1057401.6473757352,2023-03-20,27.11,ACTIVE
CARD_B_000150_01,B_000150,****-****-****-4069,CREDIT,NOI_DIA,2021-11-12,2026-11-11,2021-11-17,83986499.14317617,74152685.32056493,9833813.822611235,491690.69113056175,2021-12-20,23.99,ACTIVE
CARD_B_000150_02,B_000150,****-****-****-2053,CREDIT,QUOC_TE,2021-11-18,2026-11-17,2021-11-24,74870702.52181461,20682897.6572285,54187804.864586115,2709390.243229306,2021-12-20,23.0,ACTIVE
CARD_B_000150_03,B_000150,****-****-****-1218,CREDIT,QUOC_TE,2021-04-06,2026-04-05,2021-04-12,89364558.46643287,53847164.54370556,35517393.92272731,1775869.6961363656,2021-05-20,21.59,ACTIVE
CARD_B_000151_01,B_000151,****-****-****-1376,DEBIT,NOI_DIA,2024-05-29,2029-05-28,,0.0,0.0,0.0,0.0,2024-06-20,20.92,CLOSED
CARD_B_000151_02,B_000151,****-****-****-3749,CREDIT,NOI_DIA,2022-12-04,2027-12-03,2022-12-10,65494387.087698445,35748004.009491086,29746383.078207355,1487319.1539103677,2023-01-20,26.43,ACTIVE
CARD_B_000151_03,B_000151,****-****-****-7429,DEBIT,QUOC_TE,2023-08-14,2026-08-13,2023-08-21,0.0,0.0,0.0,0.0,2023-09-20,23.5,ACTIVE
CARD_B_000151_04,B_000151,****-****-****-1172,CREDIT,QUOC_TE,2022-01-23,2026-01-22,2022-01-25,50712622.16334982,27148133.224935554,23564488.93841427,1178224.4469207134,2022-02-20,27.02,ACTIVE
CARD_B_000152_01,B_000152,****-****-****-9839,CREDIT,QUOC_TE,2022-05-04,2026-05-03,2022-05-07,93002165.2470369,69256745.96075544,23745419.286281466,1187270.9643140733,2022-06-20,25.29,ACTIVE
CARD_B_000152_02,B_000152,****-****-****-1849,DEBIT,NOI_DIA,2020-05-18,2024-05-17,2020-05-20,0.0,0.0,0.0,0.0,2020-06-20,20.42,ACTIVE
CARD_B_000152_03,B_000152,****-****-****-9322,CREDIT,QUOC_TE,2022-01-07,2026-01-06,2022-01-08,80280751.88033462,18657315.861356877,61623436.01897774,3081171.800948887,2022-02-20,21.79,ACTIVE
CARD_B_000153_01,B_000153,****-****-****-2502,DEBIT,QUOC_TE,2021-07-25,2025-07-24,2021-07-31,0.0,0.0,0.0,0.0,2021-08-20,27.28,INACTIVE
CARD_B_000153_02,B_000153,****-****-****-6780,DEBIT,QUOC_TE,2023-12-05,2026-12-04,2023-12-08,0.0,0.0,0.0,0.0,2024-01-20,27.95,ACTIVE
CARD_B_000153_03,B_000153,****-****-****-1838,DEBIT,NOI_DIA,2021-01-03,2026-01-02,2021-01-31,0.0,0.0,0.0,0.0,2021-02-20,20.76,ACTIVE
CARD_B_000154_01,B_000154,****-****-****-4260,DEBIT,NOI_DIA,2023-09-06,2027-09-05,2023-09-09,0.0,0.0,0.0,0.0,2023-10-20,26.07,ACTIVE
CARD_B_000154_02,B_000154,****-****-****-5336,CREDIT,QUOC_TE,2024-04-20,2028-04-19,2024-04-27,51603927.1330482,41162260.121488065,10441667.01156013,522083.3505780066,2024-05-20,27.61,ACTIVE
CARD_B_000155_01,B_000155,****-****-****-9361,CREDIT,QUOC_TE,2022-04-23,2027-04-22,2022-05-05,65653225.947282486,42635460.31697387,23017765.630308613,1150888.2815154307,2022-05-20,20.51,INACTIVE
CARD_B_000155_02,B_000155,****-****-****-8516,DEBIT,QUOC_TE,2022-02-05,2026-02-04,2022-02-17,0.0,0.0,0.0,0.0,2022-03-20,24.73,ACTIVE
CARD_B_000155_03,B_000155,****-****-****-7707,CREDIT,NOI_DIA,2020-12-21,2023-12-21,2020-12-26,88592402.85355464,19604784.51318817,68987618.34036647,3449380.9170183237,2021-01-20,23.93,EXPIRED
CARD_B_000155_04,B_000155,****-****-****-5072,DEBIT,NOI_DIA,2024-07-18,2029-07-17,2024-07-19,0.0,0.0,0.0,0.0,2024-08-20,25.72,INACTIVE
CARD_B_000156_01,B_000156,****-****-****-9943,DEBIT,NOI_DIA,2024-05-19,2028-05-18,2024-05-26,0.0,0.0,0.0,0.0,2024-06-20,25.56,ACTIVE
CARD_B_000156_02,B_000156,****-****-****-9576,CREDIT,NOI_DIA,2023-06-03,2027-06-02,2023-06-07,92204067.34931524,80280342.16577043,11923725.18354482,596186.259177241,2023-07-20,23.73,ACTIVE
CARD_B_000156_03,B_000156,****-****-****-9326,CREDIT,QUOC_TE,2020-09-19,2024-09-18,2020-09-21,60844702.98182407,49670634.08428218,11174068.897541886,558703.4448770944,2020-10-20,22.55,ACTIVE
CARD_B_000156_04,B_000156,****-****-****-8583,CREDIT,NOI_DIA,2022-08-27,2027-08-26,2022-08-28,91398219.29519647,50572819.8739153,40825399.421281174,2041269.9710640588,2022-09-20,25.3,BLOCKED
CARD_B_000157_01,B_000157,****-****-****-6031,CREDIT,NOI_DIA,2024-09-05,2027-09-05,2024-09-07,71340433.27198957,64022404.55137578,7318028.7206137935,365901.4360306897,2024-10-20,21.1,ACTIVE
CARD_B_000157_02,B_000157,****-****-****-4403,DEBIT,NOI_DIA,2021-05-16,2024-05-15,2021-05-19,0.0,0.0,0.0,0.0,2021-06-20,20.53,ACTIVE
CARD_B_000157_03,B_000157,****-****-****-1759,DEBIT,NOI_DIA,2022-06-14,2025-06-13,2022-06-15,0.0,0.0,0.0,0.0,2022-07-20,25.94,ACTIVE
CARD_B_000157_04,B_000157,****-****-****-4031,DEBIT,QUOC_TE,2024-05-16,2029-05-15,2024-06-07,0.0,0.0,0.0,0.0,2024-06-20,26.38,ACTIVE
CARD_B_000158_01,B_000158,****-****-****-6391,CREDIT,QUOC_TE,2020-12-14,2025-12-13,2020-12-15,56227741.559149526,15770892.41696933,40456849.1421802,2022842.4571090098,2021-01-20,22.9,ACTIVE
CARD_B_000158_02,B_000158,****-****-****-9548,CREDIT,NOI_DIA,2020-10-06,2024-10-05,2020-10-11,99094743.64390281,20960432.427859306,78134311.2160435,3906715.560802175,2020-11-20,27.08,ACTIVE
CARD_B_000159_01,B_000159,****-****-****-9485,DEBIT,NOI_DIA,2022-02-16,2027-02-15,2022-02-18,0.0,0.0,0.0,0.0,2022-03-20,21.87,ACTIVE
CARD_B_000159_02,B_000159,****-****-****-8932,DEBIT,NOI_DIA,2024-05-10,2029-05-09,2024-05-11,0.0,0.0,0.0,0.0,2024-06-20,21.28,ACTIVE
CARD_B_000160_01,B_000160,****-****-****-3823,CREDIT,QUOC_TE,2020-04-22,2024-04-21,2020-04-26,68120605.4121851,29548008.318008684,38572597.09417642,1928629.854708821,2020-05-20,26.62,ACTIVE
CARD_B_000160_02,B_000160,****-****-****-2364,DEBIT,QUOC_TE,2020-09-25,2024-09-24,,0.0,0.0,0.0,0.0,2020-10-20,26.31,ACTIVE
CARD_B_000160_03,B_000160,****-****-****-7186,CREDIT,QUOC_TE,2023-06-20,2027-06-19,2023-06-24,91784798.1331339,33811856.8729516,57972941.260182306,2898647.0630091154,2023-07-20,20.13,ACTIVE
CARD_B_000161_01,B_000161,****-****-****-5124,CREDIT,NOI_DIA,2020-03-24,2024-03-23,2020-03-25,85419858.94906409,61059684.639881104,24360174.30918299,1218008.7154591496,2020-04-20,21.31,ACTIVE
CARD_B_000161_02,B_000161,****-****-****-9754,CREDIT,QUOC_TE,2022-01-14,2026-01-13,2022-02-10,73766384.94718748,30321176.757652506,43445208.18953498,2172260.409476749,2022-02-20,23.09,ACTIVE
CARD_B_000161_03,B_000161,****-****-****-1635,CREDIT,QUOC_TE,2021-09-20,2026-09-19,2021-09-23,96305086.90324864,39590857.7726037,56714229.13064494,2835711.4565322474,2021-10-20,24.56,ACTIVE
CARD_B_000162_01,B_000162,****-****-****-3060,CREDIT,NOI_DIA,2020-01-07,2024-01-06,2020-01-14,65367397.532712504,50377830.699948594,14989566.832763914,749478.3416381958,2020-02-20,22.18,ACTIVE
CARD_B_000162_02,B_000162,****-****-****-8684,CREDIT,NOI_DIA,2021-06-02,2026-06-01,2021-06-08,50887812.23413504,33459983.870292764,17427828.363842275,871391.4181921137,2021-07-20,22.84,ACTIVE
CARD_B_000162_03,B_000162,****-****-****-2029,DEBIT,QUOC_TE,2023-07-15,2027-07-14,2023-07-18,0.0,0.0,0.0,0.0,2023-08-20,22.1,ACTIVE
CARD_B_000163_01,B_000163,****-****-****-1530,DEBIT,QUOC_TE,2023-06-24,2026-06-23,2023-06-27,0.0,0.0,0.0,0.0,2023-07-20,20.14,ACTIVE
CARD_B_000163_02,B_000163,****-****-****-8206,CREDIT,QUOC_TE,2023-07-31,2028-07-29,2023-08-05,91505415.23079744,29599057.619117953,61906357.61167949,3095317.8805839745,2023-08-20,27.93,ACTIVE
CARD_B_000164_01,B_000164,****-****-****-5625,CREDIT,NOI_DIA,2020-03-28,2023-03-28,2020-04-13,80838910.4919444,67650021.02657296,13188889.465371443,659444.4732685722,2020-04-20,23.76,CLOSED
CARD_B_000164_02,B_000164,****-****-****-9493,DEBIT,QUOC_TE,2021-03-26,2025-03-25,2021-03-30,0.0,0.0,0.0,0.0,2021-04-20,25.86,ACTIVE
CARD_B_000164_03,B_000164,****-****-****-4890,CREDIT,QUOC_TE,2022-02-06,2025-02-05,2022-02-13,83991792.17006432,70835083.19554918,13156708.974515142,657835.4487257572,2022-03-20,27.34,ACTIVE
CARD_B_000165_01,B_000165,****-****-****-8197,CREDIT,NOI_DIA,2024-11-02,2027-11-02,2024-11-04,85118061.48727523,18317744.42889674,66800317.05837849,3340015.8529189248,2024-12-20,20.52,ACTIVE
CARD_B_000165_02,B_000165,****-****-****-5194,DEBIT,NOI_DIA,2020-04-16,2025-04-15,,0.0,0.0,0.0,0.0,2020-05-20,27.72,ACTIVE
CARD_B_000166_01,B_000166,****-****-****-4340,CREDIT,QUOC_TE,2021-06-23,2024-06-22,2021-06-29,76478113.25910982,55401341.83758832,21076771.421521507,1053838.5710760753,2021-07-20,26.7,ACTIVE
CARD_B_000166_02,B_000166,****-****-****-5374,DEBIT,NOI_DIA,2020-07-05,2024-07-04,2020-07-31,0.0,0.0,0.0,0.0,2020-08-20,24.09,ACTIVE
CARD_B_000166_03,B_000166,****-****-****-8710,DEBIT,QUOC_TE,2024-09-23,2028-09-22,2024-09-30,0.0,0.0,0.0,0.0,2024-10-20,23.46,ACTIVE
CARD_B_000166_04,B_000166,****-****-****-5929,CREDIT,NOI_DIA,2024-01-08,2027-01-07,2024-01-14,81809108.50447515,28621754.778007545,53187353.7264676,2659367.68632338,2024-02-20,21.61,ACTIVE
CARD_B_000167_01,B_000167,****-****-****-6227,DEBIT,NOI_DIA,2022-06-15,2026-06-14,2022-06-16,0.0,0.0,0.0,0.0,2022-07-20,24.05,ACTIVE
CARD_B_000167_02,B_000167,****-****-****-1237,CREDIT,QUOC_TE,2021-01-31,2024-01-31,2021-02-06,75120569.41326937,67496962.93953034,7623606.473739029,381180.3236869515,2021-02-20,21.01,ACTIVE
CARD_B_000167_03,B_000167,****-****-****-1517,CREDIT,NOI_DIA,2024-07-02,2028-07-01,2024-07-17,53472277.2199827,29601464.721123498,23870812.4988592,1193540.62494296,2024-08-20,27.61,ACTIVE
CARD_B_000168_01,B_000168,****-****-****-5301,CREDIT,NOI_DIA,2020-11-10,2023-11-10,2020-11-16,69054061.3161143,44791539.99125485,24262521.32485945,1213126.0662429726,2020-12-20,25.91,ACTIVE
CARD_B_000168_02,B_000168,****-****-****-1555,CREDIT,QUOC_TE,2023-11-14,2026-11-13,2023-11-21,78209466.8223089,33452625.58615522,44756841.23615368,2237842.061807684,2023-12-20,23.39,INACTIVE
CARD_B_000168_03,B_000168,****-****-****-3387,DEBIT,NOI_DIA,2020-03-24,2023-03-24,2020-04-02,0.0,0.0,0.0,0.0,2020-04-20,25.09,BLOCKED
CARD_B_000168_04,B_000168,****-****-****-3582,CREDIT,NOI_DIA,2022-04-10,2025-04-09,2022-04-12,95325836.25536302,47231560.76004073,48094275.49532229,2404713.7747661145,2022-05-20,26.14,BLOCKED
CARD_B_000169_01,B_000169,****-****-****-1836,CREDIT,NOI_DIA,2020-08-10,2024-08-09,2020-08-12,57927162.38148013,13630532.20291891,44296630.17856122,2214831.508928061,2020-09-20,27.88,ACTIVE
CARD_B_000169_02,B_000169,****-****-****-5881,DEBIT,NOI_DIA,2023-07-03,2026-07-02,2023-07-05,0.0,0.0,0.0,0.0,2023-08-20,20.35,ACTIVE
