tran_id,card_id,card_number,customer_code,card_type,tran_amt_acy,tran_amt_lcy,tran_currency,cr_dr,tran_date,tran_type,tran_type_name,tran_desc,merchant_id,merchant_name,tran_status
TXN_CARD_A_000080_03_000004,CARD_A_000080_03,****-****-****-5351,A_000080,CREDIT,81833934.84,81833934.84,VND,DR,2025-09-04,ONLINE PAYMENT,Payment to Wallet,Payment to KFC Wallet,MERCH_19125,KFC,posted
TXN_CARD_A_000081_01_000001,CARD_A_000081_01,****-****-****-7684,A_000081,CREDIT,56788722.46,56788722.46,VND,DR,2025-09-04,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Trung Nguyen Coffee ATM,MERCH_11652,Trung Nguyen Coffee,posted
TXN_CARD_A_000081_01_000002,CARD_A_000081_01,****-****-****-7684,A_000081,CREDIT,39584946.88,39584946.88,VND,CR,2025-09-04,CASHBACK,Cash Back,Cash Back from Other,MERCH_56433,Other,posted
TXN_CARD_A_000081_01_000003,CARD_A_000081_01,****-****-****-7684,A_000081,CREDIT,63751498.39,63751498.39,VND,DR,2025-09-12,ONLINE PAYMENT,Payment From Wallet,Payment From Phuc Long Wallet,MERCH_55627,Phuc Long,posted
TXN_CARD_A_000081_01_000004,CARD_A_000081_01,****-****-****-7684,A_000081,CREDIT,28195442.36,28195442.36,VND,DR,2025-09-12,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Phuc Long ATM,MERCH_42927,Phuc Long,posted
TXN_CARD_A_000081_01_000005,CARD_A_000081_01,****-****-****-7684,A_000081,CREDIT,38950576.07,38950576.07,VND,DR,2025-09-15,ATM/POS,ATM,ATM Withdrawal at Lotteria,MERCH_52292,Lotteria,posted
TXN_CARD_A_000081_02_000001,CARD_A_000081_02,****-****-****-5786,A_000081,CREDIT,59154509.88,59154509.88,VND,CR,2023-06-12,CREDIT,Credit,Credit Refund from McDonald's,MERCH_71215,McDonald's,decline service
TXN_CARD_A_000081_02_000002,CARD_A_000081_02,****-****-****-5786,A_000081,CREDIT,54289001.21,54289001.21,VND,DR,2023-12-29,ONLINE PAYMENT,Payment To Repost,Payment To BigC Repost,MERCH_24514,BigC,decline service
TXN_CARD_A_000081_02_000003,CARD_A_000081_02,****-****-****-5786,A_000081,CREDIT,93266269.96,93266269.96,VND,CR,2025-09-23,CASHBACK,Cash Back,Cash Back from Koi Thé,MERCH_84737,Koi Thé,posted
TXN_CARD_A_000082_01_000001,CARD_A_000082_01,****-****-****-2660,A_000082,CREDIT,74561458.11,74561458.11,VND,DR,2021-05-14,ATM/POS,ATM,ATM Withdrawal at Highlands Coffee,MERCH_40751,Highlands Coffee,posted
TXN_CARD_A_000082_01_000002,CARD_A_000082_01,****-****-****-2660,A_000082,CREDIT,21144318.1,21144318.1,VND,DR,2024-02-21,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_82188,Other,posted
TXN_CARD_A_000082_01_000003,CARD_A_000082_01,****-****-****-2660,A_000082,CREDIT,57221135.59,57221135.59,VND,CR,2025-02-12,CASHBACK,Cash Back,Cash Back from Phuc Long,MERCH_73374,Phuc Long,posted
TXN_CARD_A_000082_01_000004,CARD_A_000082_01,****-****-****-2660,A_000082,CREDIT,96620919.48,96620919.48,VND,DR,2025-09-15,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_22534,Other,posted
TXN_CARD_A_000082_02_000001,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,85042974.09,2126074352.25,USD,DR,2021-04-05,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_79998,Other,posted
TXN_CARD_A_000082_02_000002,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,91672207.79,91672207.79,VND,DR,2021-09-16,ATM/POS,ATM,ATM Withdrawal at Koi Thé,MERCH_50322,Koi Thé,posted
TXN_CARD_A_000082_02_000003,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,86335440.71,86335440.71,VND,DR,2021-10-20,ONLINE PAYMENT,Payment To Repost,Payment To Grab Repost,MERCH_93188,Grab,posted
TXN_CARD_A_000082_02_000004,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,87084171.61,87084171.61,VND,CR,2022-05-25,CASHBACK,Cash Back,Cash Back from Other,MERCH_13383,Other,posted
TXN_CARD_A_000082_02_000005,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,34819293.16,34819293.16,VND,DR,2025-01-15,ATM/POS,ATM 2Prs,ATM Transaction at Metro,MERCH_16283,Metro,posted
TXN_CARD_A_000082_02_000006,CARD_A_000082_02,****-****-****-8603,A_000082,CREDIT,68927725.87,2067831776.1000001,EUR,DR,2025-09-30,ONLINE PAYMENT,Payment to Wallet,Payment to Pizza Hut Wallet,MERCH_67264,Pizza Hut,decline service
TXN_CARD_A_000082_03_000001,CARD_A_000082_03,****-****-****-9981,A_000082,CREDIT,72404390.95,72404390.95,VND,DR,2025-09-01,ONLINE PAYMENT,Repost Retail,Other Retail Payment,MERCH_53084,Other,decline service
TXN_CARD_A_000083_01_000001,CARD_A_000083_01,****-****-****-3509,A_000083,CREDIT,42314180.17,42314180.17,VND,CR,2025-09-01,CREDIT,Payment To Credit Card,Credit Card Payment to BigC,MERCH_73900,BigC,closed
TXN_CARD_A_000083_01_000002,CARD_A_000083_01,****-****-****-3509,A_000083,CREDIT,43136997.92,43136997.92,VND,DR,2025-09-08,ATM/POS,ATM,ATM Withdrawal at Cong Coffee,MERCH_40838,Cong Coffee,posted
TXN_CARD_A_000083_01_000003,CARD_A_000083_01,****-****-****-3509,A_000083,CREDIT,74047380.02,74047380.02,VND,DR,2025-09-25,ONLINE PAYMENT,Payment From Wallet,Payment From Metro Wallet,MERCH_92931,Metro,posted
TXN_CARD_A_000083_02_000001,CARD_A_000083_02,****-****-****-4913,A_000083,DEBIT,33130148.11,33130148.11,VND,DR,2025-09-02,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Boba ATM,MERCH_39162,Boba,posted
TXN_CARD_A_000083_02_000002,CARD_A_000083_02,****-****-****-4913,A_000083,DEBIT,21574145.98,21574145.98,VND,DR,2025-09-10,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Lazada ATM,MERCH_59380,Lazada,posted
TXN_CARD_A_000083_02_000003,CARD_A_000083_02,****-****-****-4913,A_000083,DEBIT,85248022.92,85248022.92,VND,DR,2025-09-15,ONLINE PAYMENT,Payment to Wallet,Payment to Trung Nguyen Coffee Wallet,MERCH_18548,Trung Nguyen Coffee,decline service
TXN_CARD_A_000083_02_000004,CARD_A_000083_02,****-****-****-4913,A_000083,DEBIT,84666227.55,84666227.55,VND,DR,2025-09-19,ONLINE PAYMENT,Repost Retail,Other Retail Payment,MERCH_26032,Other,posted
TXN_CARD_A_000084_01_000001,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,56191981.84,1404799546.0,USD,DR,2022-11-24,ONLINE PAYMENT,Payment From Wallet,Payment From Gong Cha Wallet,MERCH_46852,Gong Cha,posted
TXN_CARD_A_000084_01_000002,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,81945543.34,81945543.34,VND,DR,2023-06-04,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Tocotoco ATM,MERCH_23760,Tocotoco,posted
TXN_CARD_A_000084_01_000003,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,51611389.78,51611389.78,VND,DR,2024-03-13,ONLINE PAYMENT,Repost Retail,Other Retail Payment,MERCH_75794,Other,posted
TXN_CARD_A_000084_01_000004,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,76798567.89,76798567.89,VND,CR,2024-09-14,CASHBACK,Cash Back,Cash Back from FamilyMart,MERCH_16944,FamilyMart,posted
TXN_CARD_A_000084_01_000005,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,32664336.61,32664336.61,VND,DR,2024-12-16,ATM/POS,ATM 2Prs,ATM Transaction at Grab,MERCH_45775,Grab,posted
TXN_CARD_A_000084_01_000006,CARD_A_000084_01,****-****-****-2097,A_000084,CREDIT,48279262.84,48279262.84,VND,DR,2025-09-07,ONLINE PAYMENT,Payment From Wallet,Payment From Cong Coffee Wallet,MERCH_24535,Cong Coffee,posted
TXN_CARD_A_000084_02_000001,CARD_A_000084_02,****-****-****-9945,A_000084,CREDIT,52763156.5,52763156.5,VND,DR,2025-09-02,ATM/POS,ATM 2Prs,ATM Transaction at Foody,MERCH_84331,Foody,posted
TXN_CARD_A_000084_02_000002,CARD_A_000084_02,****-****-****-9945,A_000084,CREDIT,62257182.53,62257182.53,VND,DR,2025-09-03,ATM/POS,ATM,ATM Withdrawal at The Coffee House,MERCH_11122,The Coffee House,closed
TXN_CARD_A_000084_02_000003,CARD_A_000084_02,****-****-****-9945,A_000084,CREDIT,82890391.4,82890391.4,VND,DR,2025-09-21,ONLINE PAYMENT,Payment From Wallet,Payment From VinMart Wallet,MERCH_28086,VinMart,posted
TXN_CARD_A_000084_02_000004,CARD_A_000084_02,****-****-****-9945,A_000084,CREDIT,22955265.31,22955265.31,VND,DR,2025-09-26,ATM/POS,ATM,ATM Withdrawal at Grab,MERCH_62264,Grab,posted
TXN_CARD_A_000084_03_000001,CARD_A_000084_03,****-****-****-2658,A_000084,CREDIT,55268300.02,55268300.02,VND,DR,2025-09-20,ONLINE PAYMENT,Payment to Wallet,Payment to Domino's Pizza Wallet,MERCH_88776,Domino's Pizza,posted
TXN_CARD_A_000085_01_000001,CARD_A_000085_01,****-****-****-9472,A_000085,CREDIT,26741638.04,26741638.04,VND,DR,2025-09-28,ONLINE PAYMENT,Payment From Wallet,Payment From Circle K Wallet,MERCH_42934,Circle K,posted
TXN_CARD_A_000085_02_000001,CARD_A_000085_02,****-****-****-6503,A_000085,DEBIT,89909840.3,89909840.3,VND,DR,2023-06-17,ONLINE PAYMENT,Payment to Wallet,Payment to Shopee Wallet,MERCH_41022,Shopee,posted
TXN_CARD_A_000085_02_000002,CARD_A_000085_02,****-****-****-6503,A_000085,DEBIT,64235677.6,64235677.6,VND,DR,2025-09-14,ONLINE PAYMENT,Repost Retail,Circle K Retail Payment,MERCH_79114,Circle K,posted
TXN_CARD_A_000086_01_000001,CARD_A_000086_01,****-****-****-7113,A_000086,CREDIT,56881067.7,56881067.7,VND,DR,2024-02-19,ONLINE PAYMENT,Payment to Wallet,Payment to Lazada Wallet,MERCH_98489,Lazada,posted
TXN_CARD_A_000086_01_000002,CARD_A_000086_01,****-****-****-7113,A_000086,CREDIT,98177843.48,98177843.48,VND,DR,2025-09-09,ONLINE PAYMENT,Payment to Wallet,Payment to Coopmart Wallet,MERCH_71711,Coopmart,closed
TXN_CARD_A_000086_01_000003,CARD_A_000086_01,****-****-****-7113,A_000086,CREDIT,86883484.36,2172087109.0,USD,DR,2025-09-13,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at The Coffee House ATM,MERCH_79861,The Coffee House,decline service
TXN_CARD_A_000086_02_000001,CARD_A_000086_02,****-****-****-9961,A_000086,CREDIT,48326964.14,48326964.14,VND,DR,2024-09-30,ATM/POS,ATM,ATM Withdrawal at Gong Cha,MERCH_94331,Gong Cha,posted
TXN_CARD_A_000086_02_000002,CARD_A_000086_02,****-****-****-9961,A_000086,CREDIT,84968637.41,84968637.41,VND,CR,2025-09-03,CASHBACK,Cash Back,Cash Back from The Gioi Di Dong,MERCH_77517,The Gioi Di Dong,posted
TXN_CARD_A_000086_02_000003,CARD_A_000086_02,****-****-****-9961,A_000086,CREDIT,20700959.2,20700959.2,VND,CR,2025-09-11,CREDIT,Credit,Credit Refund from Domino's Pizza,MERCH_41193,Domino's Pizza,posted
TXN_CARD_A_000086_02_000004,CARD_A_000086_02,****-****-****-9961,A_000086,CREDIT,90045600.58,90045600.58,VND,CR,2025-09-21,CASHBACK,Cash Back,Cash Back from Jollibee,MERCH_30823,Jollibee,inactive
TXN_CARD_A_000087_01_000001,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,70523060.8,70523060.8,VND,DR,2022-01-06,OTHER,Note Acceptance,Note Acceptance at FPT Shop,MERCH_51245,FPT Shop,posted
TXN_CARD_A_000087_01_000002,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,79572398.16,79572398.16,VND,CR,2022-05-31,CASHBACK,Cash Back,Cash Back from Other,MERCH_63715,Other,posted
TXN_CARD_A_000087_01_000003,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,23995915.61,23995915.61,VND,DR,2022-08-05,ONLINE PAYMENT,Repost Retail,Dien May Xanh Retail Payment,MERCH_94238,Dien May Xanh,posted
TXN_CARD_A_000087_01_000004,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,87121588.33,87121588.33,VND,DR,2022-12-18,ONLINE PAYMENT,Payment To Repost,Payment To BigC Repost,MERCH_81451,BigC,posted
TXN_CARD_A_000087_01_000005,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,73724054.12,73724054.12,VND,DR,2023-10-09,OTHER,Unique,Unique Transaction at Phuc Long,MERCH_27849,Phuc Long,posted
TXN_CARD_A_000087_01_000006,CARD_A_000087_01,****-****-****-2326,A_000087,CREDIT,33552927.55,33552927.55,VND,DR,2025-09-15,OTHER,Unique,Unique Transaction at Lazada,MERCH_25266,Lazada,posted
TXN_CARD_A_000087_02_000001,CARD_A_000087_02,****-****-****-5920,A_000087,CREDIT,89816524.54,89816524.54,VND,DR,2025-09-04,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_26751,Other,inactive
TXN_CARD_A_000087_03_000001,CARD_A_000087_03,****-****-****-7576,A_000087,CREDIT,39981609.95,39981609.95,VND,DR,2023-10-20,ONLINE PAYMENT,Payment To Repost,Payment To Coopmart Repost,MERCH_44812,Coopmart,posted
TXN_CARD_A_000087_03_000002,CARD_A_000087_03,****-****-****-7576,A_000087,CREDIT,86536889.49,86536889.49,VND,DR,2024-12-13,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Gong Cha ATM,MERCH_36378,Gong Cha,posted
TXN_CARD_A_000087_03_000003,CARD_A_000087_03,****-****-****-7576,A_000087,CREDIT,37691488.56,37691488.56,VND,DR,2025-09-22,ATM/POS,ATM 2Prs,ATM Transaction at Chatime,MERCH_97774,Chatime,decline service
TXN_CARD_A_000087_04_000001,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,24361102.45,609027561.25,USD,DR,2025-06-04,ONLINE PAYMENT,Payment To Repost,Payment To The Coffee House Repost,MERCH_47001,The Coffee House,posted
TXN_CARD_A_000087_04_000002,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,81771192.55,81771192.55,VND,DR,2025-09-01,ONLINE PAYMENT,Repost Retail,Tiki Retail Payment,MERCH_68117,Tiki,posted
TXN_CARD_A_000087_04_000003,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,68358902.06,68358902.06,VND,DR,2025-09-04,ONLINE PAYMENT,Payment to Wallet,Payment to VinMart Wallet,MERCH_95300,VinMart,posted
TXN_CARD_A_000087_04_000004,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,78543678.89,78543678.89,VND,DR,2025-09-05,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Foody ATM,MERCH_59489,Foody,posted
TXN_CARD_A_000087_04_000005,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,79939401.83,79939401.83,VND,DR,2025-09-06,ATM/POS,ATM 2Prs,ATM Transaction at Other,MERCH_12740,Other,posted
TXN_CARD_A_000087_04_000006,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,83333129.93,83333129.93,VND,CR,2025-09-14,CREDIT,Payment To Credit Card,Credit Card Payment to Cong Coffee,MERCH_66329,Cong Coffee,posted
TXN_CARD_A_000087_04_000007,CARD_A_000087_04,****-****-****-8638,A_000087,CREDIT,29339512.49,733487812.25,USD,DR,2025-09-19,ONLINE PAYMENT,Payment to Wallet,Payment to Tiki Wallet,MERCH_29501,Tiki,inactive
TXN_CARD_A_000088_01_000001,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,39091119.46,39091119.46,VND,DR,2022-05-13,ONLINE PAYMENT,Payment From Wallet,Payment From Jollibee Wallet,MERCH_72349,Jollibee,closed
TXN_CARD_A_000088_01_000002,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,81161909.62,81161909.62,VND,DR,2023-12-25,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at VinMart ATM,MERCH_10339,VinMart,posted
TXN_CARD_A_000088_01_000003,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,39096500.94,39096500.94,VND,DR,2024-03-03,ONLINE PAYMENT,Payment to Wallet,Payment to Cong Coffee Wallet,MERCH_94519,Cong Coffee,posted
TXN_CARD_A_000088_01_000004,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,99438267.77,99438267.77,VND,DR,2024-03-03,ONLINE PAYMENT,Payment To Repost,Payment To Metro Repost,MERCH_37289,Metro,posted
TXN_CARD_A_000088_01_000005,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,93275086.8,93275086.8,VND,DR,2024-09-06,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_86230,Other,posted
TXN_CARD_A_000088_01_000006,CARD_A_000088_01,****-****-****-9237,A_000088,CREDIT,75092427.9,75092427.9,VND,DR,2025-09-22,ONLINE PAYMENT,Payment to Wallet,Payment to Boba Wallet,MERCH_45680,Boba,posted
TXN_CARD_A_000088_02_000001,CARD_A_000088_02,****-****-****-8924,A_000088,CREDIT,42827521.95,42827521.95,VND,DR,2025-09-20,ONLINE PAYMENT,Payment to Wallet,Payment to Shopee Wallet,MERCH_18217,Shopee,posted
TXN_CARD_A_000088_03_000001,CARD_A_000088_03,****-****-****-8230,A_000088,CREDIT,51990578.77,51990578.77,VND,DR,2025-09-24,OTHER,Unique,Unique Transaction at Other,MERCH_46342,Other,posted
TXN_CARD_A_000089_01_000001,CARD_A_000089_01,****-****-****-9634,A_000089,DEBIT,42065670.49,42065670.49,VND,DR,2022-11-02,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_96477,Other,posted
TXN_CARD_A_000089_01_000002,CARD_A_000089_01,****-****-****-9634,A_000089,DEBIT,83318072.15,83318072.15,VND,DR,2023-02-09,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_82334,Other,posted
TXN_CARD_A_000089_01_000003,CARD_A_000089_01,****-****-****-9634,A_000089,DEBIT,39886665.89,39886665.89,VND,CR,2023-03-31,CASHBACK,Cash Back,Cash Back from Shopee,MERCH_54120,Shopee,posted
TXN_CARD_A_000089_01_000004,CARD_A_000089_01,****-****-****-9634,A_000089,DEBIT,82095704.5,82095704.5,VND,DR,2025-09-23,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Phuc Long ATM,MERCH_97314,Phuc Long,posted
TXN_CARD_A_000089_02_000001,CARD_A_000089_02,****-****-****-4320,A_000089,DEBIT,81620886.99,81620886.99,VND,DR,2024-05-25,ATM/POS,ATM,ATM Withdrawal at Other,MERCH_18012,Other,posted
TXN_CARD_A_000089_02_000002,CARD_A_000089_02,****-****-****-4320,A_000089,DEBIT,68997940.56,68997940.56,VND,DR,2025-09-03,ONLINE PAYMENT,Repost Retail,Dien May Xanh Retail Payment,MERCH_33570,Dien May Xanh,posted
TXN_CARD_A_000089_02_000003,CARD_A_000089_02,****-****-****-4320,A_000089,DEBIT,73077079.73,73077079.73,VND,DR,2025-09-07,ONLINE PAYMENT,Payment To Repost,Payment To Lotteria Repost,MERCH_92212,Lotteria,posted
TXN_CARD_A_000089_02_000004,CARD_A_000089_02,****-****-****-4320,A_000089,DEBIT,49607514.17,49607514.17,VND,DR,2025-09-09,ATM/POS,ATM,ATM Withdrawal at Shopee,MERCH_83713,Shopee,posted
TXN_CARD_A_000089_03_000001,CARD_A_000089_03,****-****-****-9425,A_000089,CREDIT,65634868.82,65634868.82,VND,DR,2022-05-24,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Other ATM,MERCH_31819,Other,posted
TXN_CARD_A_000089_03_000002,CARD_A_000089_03,****-****-****-9425,A_000089,CREDIT,82839727.92,82839727.92,VND,DR,2022-10-07,ONLINE PAYMENT,Repost Retail,Chatime Retail Payment,MERCH_47489,Chatime,posted
TXN_CARD_A_000089_03_000003,CARD_A_000089_03,****-****-****-9425,A_000089,CREDIT,73694337.22,73694337.22,VND,DR,2022-10-20,ONLINE PAYMENT,Payment From Wallet,Payment From Domino's Pizza Wallet,MERCH_84422,Domino's Pizza,posted
TXN_CARD_A_000089_03_000004,CARD_A_000089_03,****-****-****-9425,A_000089,CREDIT,88535656.59,88535656.59,VND,CR,2023-11-06,CASHBACK,Cash Back,Cash Back from The Gioi Di Dong,MERCH_15492,The Gioi Di Dong,decline service
TXN_CARD_A_000089_03_000005,CARD_A_000089_03,****-****-****-9425,A_000089,CREDIT,56417908.15,56417908.15,VND,DR,2025-09-24,ONLINE PAYMENT,Payment To Repost,Payment To Tiki Repost,MERCH_40602,Tiki,posted
TXN_CARD_A_000089_04_000001,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,57457290.46,57457290.46,VND,DR,2024-01-15,OTHER,Unique,Unique Transaction at Metro,MERCH_20617,Metro,posted
TXN_CARD_A_000089_04_000002,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,92232035.45,92232035.45,VND,DR,2024-03-31,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_68606,Other,posted
TXN_CARD_A_000089_04_000003,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,25037404.61,25037404.61,VND,DR,2024-06-11,ONLINE PAYMENT,Payment From Wallet,Payment From Highlands Coffee Wallet,MERCH_34665,Highlands Coffee,closed
TXN_CARD_A_000089_04_000004,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,96494696.6,96494696.6,VND,DR,2025-05-25,ONLINE PAYMENT,Payment To Repost,Payment To Metro Repost,MERCH_50399,Metro,posted
TXN_CARD_A_000089_04_000005,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,86019646.35,86019646.35,VND,CR,2025-06-21,CASHBACK,Cash Back,Cash Back from Tiki,MERCH_11972,Tiki,posted
TXN_CARD_A_000089_04_000006,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,65832044.05,65832044.05,VND,DR,2025-08-01,ONLINE PAYMENT,Payment To Repost,Payment To FamilyMart Repost,MERCH_21844,FamilyMart,posted
TXN_CARD_A_000089_04_000007,CARD_A_000089_04,****-****-****-5546,A_000089,DEBIT,97101356.29,97101356.29,VND,DR,2025-09-20,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Starbucks ATM,MERCH_37331,Starbucks,inactive
TXN_CARD_A_000090_01_000001,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,94256756.98,94256756.98,VND,DR,2022-06-15,OTHER,Unique,Unique Transaction at Domino's Pizza,MERCH_87582,Domino's Pizza,posted
TXN_CARD_A_000090_01_000002,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,32707502.76,817687569.0,USD,DR,2022-10-19,ONLINE PAYMENT,Payment To Repost,Payment To Starbucks Repost,MERCH_69680,Starbucks,posted
TXN_CARD_A_000090_01_000003,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,98062967.54,98062967.54,VND,DR,2023-03-20,ATM/POS,ATM,ATM Withdrawal at Phuc Long,MERCH_14052,Phuc Long,posted
TXN_CARD_A_000090_01_000004,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,30880149.33,30880149.33,VND,DR,2023-05-14,ONLINE PAYMENT,Payment From Wallet,Payment From Dien May Xanh Wallet,MERCH_81466,Dien May Xanh,posted
TXN_CARD_A_000090_01_000005,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,60685042.16,1820551264.8,EUR,DR,2024-01-14,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_65191,Other,decline service
TXN_CARD_A_000090_01_000006,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,61676745.53,61676745.53,VND,CR,2024-10-06,CASHBACK,Cash Back,Cash Back from Starbucks,MERCH_92375,Starbucks,posted
TXN_CARD_A_000090_01_000007,CARD_A_000090_01,****-****-****-2596,A_000090,DEBIT,25556698.13,25556698.13,VND,DR,2025-09-05,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_55170,Other,posted
TXN_CARD_A_000090_02_000001,CARD_A_000090_02,****-****-****-9827,A_000090,CREDIT,60521987.01,60521987.01,VND,DR,2022-05-12,ONLINE PAYMENT,Payment To Repost,Payment To Cong Coffee Repost,MERCH_69216,Cong Coffee,posted
TXN_CARD_A_000090_02_000002,CARD_A_000090_02,****-****-****-9827,A_000090,CREDIT,51889100.25,51889100.25,VND,DR,2022-08-20,ONLINE PAYMENT,Payment To Repost,Payment To Grab Repost,MERCH_78105,Grab,closed
TXN_CARD_A_000090_02_000003,CARD_A_000090_02,****-****-****-9827,A_000090,CREDIT,67334686.38,67334686.38,VND,DR,2023-10-21,ONLINE PAYMENT,Payment to Wallet,Payment to Chatime Wallet,MERCH_42189,Chatime,decline service
TXN_CARD_A_000090_02_000004,CARD_A_000090_02,****-****-****-9827,A_000090,CREDIT,99491341.56,99491341.56,VND,DR,2025-09-27,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Other ATM,MERCH_32073,Other,decline service
TXN_CARD_A_000090_03_000001,CARD_A_000090_03,****-****-****-5924,A_000090,CREDIT,61666447.07,61666447.07,VND,DR,2024-10-27,ONLINE PAYMENT,Payment From Wallet,Payment From Boba Wallet,MERCH_17230,Boba,posted
TXN_CARD_A_000090_03_000002,CARD_A_000090_03,****-****-****-5924,A_000090,CREDIT,21773333.12,21773333.12,VND,DR,2025-09-03,ONLINE PAYMENT,Payment From Wallet,Payment From Chatime Wallet,MERCH_74595,Chatime,closed
TXN_CARD_A_000091_01_000001,CARD_A_000091_01,****-****-****-7775,A_000091,CREDIT,56735255.03,56735255.03,VND,CR,2022-10-22,CREDIT,Payment To Credit Card,Credit Card Payment to Circle K,MERCH_52111,Circle K,posted
TXN_CARD_A_000091_01_000002,CARD_A_000091_01,****-****-****-7775,A_000091,CREDIT,51705690.31,51705690.31,VND,DR,2023-01-17,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_61384,Other,posted
TXN_CARD_A_000091_01_000003,CARD_A_000091_01,****-****-****-7775,A_000091,CREDIT,60980669.51,60980669.51,VND,CR,2025-09-16,CREDIT,Credit,Credit Refund from The Coffee House,MERCH_47545,The Coffee House,posted
TXN_CARD_A_000091_02_000001,CARD_A_000091_02,****-****-****-2132,A_000091,CREDIT,75885730.16,75885730.16,VND,DR,2021-06-19,ONLINE PAYMENT,Payment From Wallet,Payment From Chatime Wallet,MERCH_92900,Chatime,posted
TXN_CARD_A_000091_02_000002,CARD_A_000091_02,****-****-****-2132,A_000091,CREDIT,63227303.44,63227303.44,VND,DR,2023-03-14,ONLINE PAYMENT,Repost Retail,The Coffee House Retail Payment,MERCH_78331,The Coffee House,inactive
TXN_CARD_A_000091_02_000003,CARD_A_000091_02,****-****-****-2132,A_000091,CREDIT,62919963.58,62919963.58,VND,DR,2023-07-24,ONLINE PAYMENT,Payment From Wallet,Payment From Aeon Mall Wallet,MERCH_52707,Aeon Mall,decline service
TXN_CARD_A_000091_02_000004,CARD_A_000091_02,****-****-****-2132,A_000091,CREDIT,47797383.58,47797383.58,VND,DR,2024-07-08,ONLINE PAYMENT,Payment to Wallet,Payment to FamilyMart Wallet,MERCH_80492,FamilyMart,posted
