customer_code,full_name,gender,dob,city,marital_status,nationality,occupation,income_range,income_currency,source_of_income,status,customer_segment
Y_000010,Lưu Văn Sơn,Nam,2005-10-03 21:50:13.461007,Bình Thuận,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Y_000147,Hồ Văn Khoa,Nam,1987-10-08 21:50:13.461007,Vĩnh Phúc,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Y_000086,Phạm Thị Dũng,Nữ,1979-10-10 21:50:13.461007,Lạng Sơn,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000252,Phan Thị Oanh,Nữ,1960-10-14 21:50:13.461007,Tiền Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000239,Tôn Thị Rồng,Nữ,1970-10-12 21:50:13.461007,Cần Thơ,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Kinh doanh,Inactive,Y
X_000140,Lý Văn Nam,Nam,1995-10-06 21:50:13.461007,Khánh Hòa,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
Y_000187,Lưu Thị Sơn,Nữ,1971-10-12 21:50:13.461007,Hưng Yên,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Y_000087,Ngô Thị Long,Nữ,1973-10-11 21:50:13.461007,Tiền Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000192,Hoàng Văn Em,Nam,1957-10-15 21:50:13.461007,Quảng Nam,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
Z_000227,Chu Thị Tài,Nữ,2007-10-03 21:50:13.461007,Đồng Tháp,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Khác,Active,Z
Y_000011,Ngô Văn Long,Nam,2004-10-03 21:50:13.461007,Lào Cai,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000465,Chu Thị Tài,Nữ,2003-10-04 21:50:13.461007,Hòa Bình,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000486,Nguyễn Văn An,Nam,1951-10-17 21:50:13.461007,Đà Nẵng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000165,Hồ Thị Khoa,Nữ,1993-10-06 21:50:13.461007,Đà Nẵng,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000234,Đinh Văn Quang,Nam,1972-10-11 21:50:13.461007,Bắc Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
X_000076,Lưu Văn Sơn,Nam,1989-10-07 21:50:13.461007,Đồng Nai,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000144,Bùi Thị Hải,Nữ,1985-10-08 21:50:13.461007,Bình Thuận,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
Z_000355,Phan Văn Oanh,Nam,2001-10-04 21:50:13.461007,Sóc Trăng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Y_000075,Chu Văn Tài,Nam,2003-10-04 21:50:13.461007,Nam Định,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000462,Đỗ Thị Hùng,Nữ,2006-10-03 21:50:13.461007,Cao Bằng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000107,Đinh Thị Quang,Nữ,1993-10-06 21:50:13.461007,Quảng Ninh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Inactive,X
X_000050,Lưu Văn Sơn,Nam,1992-10-06 21:50:13.461007,Thanh Hóa,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000059,Lương Thị Uy,Nữ,1990-10-07 21:50:13.461007,Tuyên Quang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
Z_000186,Tôn Thị Rồng,Nữ,1949-10-17 21:50:13.461007,Cao Bằng,Độc thân,Nước ngoài,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000044,Hoàng Văn Em,Nam,2004-10-03 21:50:13.461007,Lạng Sơn,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000427,Chu Thị Tài,Nữ,1955-10-16 21:50:13.461007,TP. Hồ Chí Minh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000111,Bùi Thị Hải,Nữ,1989-10-07 21:50:13.461007,Kon Tum,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000084,Võ Văn Phúc,Nam,1999-10-05 21:50:13.461007,Đà Nẵng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
Z_000419,Đỗ Thị Hùng,Nữ,2006-10-03 21:50:13.461007,Trà Vinh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000315,Lê Thị Cường,Nữ,1947-10-18 21:50:13.461007,Ninh Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Y_000214,Vũ Văn Phong,Nam,1995-10-06 21:50:13.461007,Tây Ninh,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Y_000233,Lưu Thị Sơn,Nữ,1998-10-05 21:50:13.461007,Điện Biên,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000243,Phan Thị Oanh,Nữ,2007-10-03 21:50:13.461007,Bạc Liêu,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000254,Vũ Thị Phong,Nữ,2003-10-04 21:50:13.461007,Hòa Bình,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000122,Tôn Thị Rồng,Nữ,1987-10-08 21:50:13.461007,Vĩnh Long,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000296,Hoàng Thị Em,Nữ,1959-10-15 21:50:13.461007,Đà Nẵng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
Z_000240,Hồ Thị Khoa,Nữ,1956-10-15 21:50:13.461007,TP. Hồ Chí Minh,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Y_000074,Võ Thị Phúc,Nữ,1997-10-05 21:50:13.461007,Hòa Bình,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Y_000009,Đặng Thị Giang,Nữ,1983-10-09 21:50:13.461007,Sóc Trăng,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Inactive,Y
Z_000026,Hoàng Văn Em,Nam,2007-10-03 21:50:13.461007,Tây Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000402,Bùi Văn Hải,Nam,2003-10-04 21:50:13.461007,Bình Định,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
X_000180,Tôn Văn Rồng,Nam,1992-10-06 21:50:13.461007,Đồng Nai,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000032,Lưu Văn Sơn,Nam,1975-10-11 21:50:13.461007,Kiên Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000045,Võ Văn Phúc,Nam,2002-10-04 21:50:13.461007,Bình Phước,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000447,Chu Thị Tài,Nữ,2003-10-04 21:50:13.461007,Hà Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000098,Lưu Thị Sơn,Nữ,1988-10-07 21:50:13.461007,Hòa Bình,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Đầu tư,Active,X
X_000163,Võ Văn Phúc,Nam,1995-10-06 21:50:13.461007,Hải Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Z_000266,Nguyễn Thị An,Nữ,2002-10-04 21:50:13.461007,Bình Dương,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000499,Lê Văn Cường,Nam,2005-10-03 21:50:13.461007,Cao Bằng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Y_000073,Lương Văn Uy,Nam,1976-10-10 21:50:13.461007,Vĩnh Phúc,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Z_000468,Võ Thị Phúc,Nữ,2006-10-03 21:50:13.461007,Bạc Liêu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000113,Phạm Thị Dũng,Nữ,1969-10-12 21:50:13.461007,Nam Định,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000431,Phan Thị Oanh,Nữ,2001-10-04 21:50:13.461007,Lào Cai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000096,Vũ Thị Phong,Nữ,2002-10-04 21:50:13.461007,Bình Phước,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Z
X_000149,Đinh Văn Quang,Nam,1997-10-05 21:50:13.461007,Nam Định,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Z_000309,Lê Văn Cường,Nam,2002-10-04 21:50:13.461007,Sóc Trăng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000416,Phan Văn Oanh,Nam,1946-10-18 21:50:13.461007,Hà Nam,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000074,Phan Thị Oanh,Nữ,2004-10-03 21:50:13.461007,Bà Rịa - Vũng Tàu,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Khác,Active,Z
Z_000345,Vũ Văn Phong,Nam,2002-10-04 21:50:13.461007,Vĩnh Phúc,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,USD,Lương,Active,Z
Z_000232,Nguyễn Thị An,Nữ,2002-10-04 21:50:13.461007,TP. Hồ Chí Minh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000289,Đỗ Văn Hùng,Nam,1965-10-13 21:50:13.461007,TP. Hồ Chí Minh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000133,Đinh Văn Quang,Nam,1952-10-16 21:50:13.461007,Đắk Lắk,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000471,Lý Văn Nam,Nam,2005-10-03 21:50:13.461007,Bình Định,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000290,Nguyễn Văn An,Nam,2005-10-03 21:50:13.461007,Bình Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000082,Dương Văn Minh,Nam,2002-10-04 21:50:13.461007,Hải Phòng,Kết hôn,Nước ngoài,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000452,Đỗ Thị Hùng,Nữ,2001-10-04 21:50:13.461007,Lai Châu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
Z_000259,Trần Thị Bình,Nữ,2003-10-04 21:50:13.461007,Sơn La,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000117,Lý Thị Nam,Nữ,1978-10-10 21:50:13.461007,Kiên Giang,Kết hôn,Nước ngoài,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000320,Phạm Thị Dũng,Nữ,1969-10-12 21:50:13.461007,Đà Nẵng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000157,Đỗ Văn Hùng,Nam,1998-10-05 21:50:13.461007,Thanh Hóa,Độc thân,Nước ngoài,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
Z_000199,Đinh Thị Quang,Nữ,2007-10-03 21:50:13.461007,Bình Thuận,Kết hôn,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Khác,Inactive,Z
Z_000336,Nguyễn Thị An,Nữ,1967-10-13 21:50:13.461007,Nghệ An,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000040,Lý Thị Nam,Nữ,1975-10-11 21:50:13.461007,Đà Nẵng,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Y_000082,Lý Văn Nam,Nam,2002-10-04 21:50:13.461007,Phú Thọ,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Closed,Y
Y_000097,Lưu Văn Sơn,Nam,2001-10-04 21:50:13.461007,Lào Cai,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
X_000049,Ngô Thị Long,Nữ,1990-10-07 21:50:13.462005,Quảng Trị,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
Z_000274,Đinh Văn Quang,Nam,1952-10-16 21:50:13.462005,Bình Dương,Độc thân,Nước ngoài,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000327,Hồ Thị Khoa,Nữ,2003-10-04 21:50:13.462005,Bắc Kạn,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000097,Lưu Thị Sơn,Nữ,1996-10-05 21:50:13.462005,Trà Vinh,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
Y_000042,Đỗ Thị Hùng,Nữ,1984-10-08 21:50:13.462005,Điện Biên,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000076,Nguyễn Văn An,Nam,2005-10-03 21:50:13.462005,Bến Tre,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Closed,Z
Y_000175,Dương Thị Minh,Nữ,1980-10-09 21:50:13.462005,Bình Phước,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Inactive,Y
Z_000437,Nguyễn Thị An,Nữ,2005-10-03 21:50:13.462005,Hải Dương,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000281,Nguyễn Thị An,Nữ,2007-10-03 21:50:13.462005,Gia Lai,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Y_000044,Võ Văn Phúc,Nam,1989-10-07 21:50:13.462005,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
X_000031,Phạm Văn Dũng,Nam,1992-10-06 21:50:13.462005,Hòa Bình,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
Z_000217,Lưu Văn Sơn,Nam,1948-10-17 21:50:13.462005,Hải Phòng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000099,Hoàng Văn Em,Nam,1976-10-10 21:50:13.462005,Tiền Giang,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000224,Tôn Văn Rồng,Nam,1969-10-12 21:50:13.462005,Nam Định,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000104,Lưu Văn Sơn,Nam,1996-10-05 21:50:13.462005,Hải Dương,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000046,Võ Văn Phúc,Nam,2007-10-03 21:50:13.462005,Hưng Yên,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Z
X_000039,Trần Văn Bình,Nam,1999-10-05 21:50:13.462005,Trà Vinh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000036,Trần Văn Bình,Nam,1996-10-05 21:50:13.462005,Hòa Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Z_000392,Phạm Văn Dũng,Nam,2007-10-03 21:50:13.462005,Bình Dương,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000121,Lương Văn Uy,Nam,1990-10-07 21:50:13.462005,Điện Biên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
Y_000217,Bùi Thị Hải,Nữ,2000-10-04 21:50:13.462005,Bà Rịa - Vũng Tàu,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Inactive,Y
Z_000283,Hoàng Thị Em,Nữ,1951-10-17 21:50:13.462005,Hưng Yên,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Active,Z
Y_000121,Lưu Thị Sơn,Nữ,1990-10-07 21:50:13.462005,Vĩnh Phúc,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Inactive,Y
Z_000367,Vũ Văn Phong,Nam,2004-10-03 21:50:13.462005,Sóc Trăng,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Inactive,Z
Y_000083,Trần Văn Bình,Nam,2005-10-03 21:50:13.462005,Gia Lai,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000230,Lương Văn Uy,Nam,1956-10-15 21:50:13.462005,Quảng Ngãi,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Inactive,Z
Z_000152,Đinh Văn Quang,Nam,1960-10-14 21:50:13.462005,Vĩnh Long,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Active,Z
X_000188,Đỗ Thị Hùng,Nữ,1998-10-05 21:50:13.462005,Đồng Nai,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Y_000154,Nguyễn Thị An,Nữ,1970-10-12 21:50:13.462005,Gia Lai,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Closed,Y
Z_000140,Nguyễn Văn An,Nam,2001-10-04 21:50:13.462005,Đắk Lắk,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Y_000155,Hồ Văn Khoa,Nam,1983-10-09 21:50:13.462005,Quảng Ninh,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000052,Võ Văn Phúc,Nam,1970-10-12 21:50:13.462005,Cao Bằng,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Z_000136,Đặng Văn Giang,Nam,1954-10-16 21:50:13.462005,Hà Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000365,Bùi Văn Hải,Nam,1963-10-14 21:50:13.462005,Bắc Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000147,Phạm Thị Dũng,Nữ,1994-10-06 21:50:13.462005,Yên Bái,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Kinh doanh,Active,X
Y_000123,Tôn Thị Rồng,Nữ,1995-10-06 21:50:13.462005,Cần Thơ,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Inactive,Y
Z_000344,Đặng Thị Giang,Nữ,2002-10-04 21:50:13.462005,Hòa Bình,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000398,Lý Văn Nam,Nam,2007-10-03 21:50:13.462005,Bến Tre,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000466,Đỗ Văn Hùng,Nam,1962-10-14 21:50:13.462005,Bắc Kạn,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
X_000067,Phạm Văn Dũng,Nam,1985-10-08 21:50:13.462005,Quảng Ngãi,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000001,Tôn Thị Rồng,Nữ,1974-10-11 21:50:13.462005,Hà Nam,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
X_000052,Hoàng Văn Em,Nam,1997-10-05 21:50:13.462005,Hà Nội,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Z_000425,Đinh Thị Quang,Nữ,1955-10-16 21:50:13.462005,Kon Tum,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000004,Lương Văn Uy,Nam,2004-10-03 21:50:13.462005,Quảng Nam,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000359,Đinh Văn Quang,Nam,2003-10-04 21:50:13.462005,Thanh Hóa,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
Z_000339,Chu Văn Tài,Nam,2006-10-03 21:50:13.462005,Quảng Trị,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Y_000135,Lưu Thị Sơn,Nữ,1991-10-07 21:50:13.462005,Đắk Lắk,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000213,Hoàng Thị Em,Nữ,2002-10-04 21:50:13.462005,Nghệ An,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000017,Vũ Thị Phong,Nữ,2005-10-03 21:50:13.462005,Sóc Trăng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Y_000110,Đinh Văn Quang,Nam,1977-10-10 21:50:13.462005,Hải Dương,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Inactive,Y
Y_000266,Võ Thị Phúc,Nữ,1999-10-05 21:50:13.462005,Hải Dương,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000061,Bùi Thị Hải,Nữ,1960-10-14 21:50:13.462005,Quảng Nam,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,USD,Lương,Active,Z
Y_000281,Võ Văn Phúc,Nam,2004-10-03 21:50:13.462005,Ninh Bình,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Y_000287,Lương Thị Uy,Nữ,1974-10-11 21:50:13.462005,Yên Bái,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Z_000022,Lê Thị Cường,Nữ,2004-10-03 21:50:13.462005,Trà Vinh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000183,Trần Văn Bình,Nam,2000-10-04 21:50:13.462005,Đắk Nông,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Y_000151,Hồ Văn Khoa,Nam,1974-10-11 21:50:13.462005,Hà Tĩnh,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000198,Lê Thị Cường,Nữ,1949-10-17 21:50:13.462005,Bắc Kạn,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Z
X_000007,Hồ Thị Khoa,Nữ,1988-10-07 21:50:13.462005,Quảng Ngãi,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000110,Trần Văn Bình,Nam,1987-10-08 21:50:13.462005,Hải Phòng,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
Z_000008,Dương Văn Minh,Nam,1955-10-16 21:50:13.462005,An Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Z_000102,Nguyễn Văn An,Nam,2007-10-03 21:50:13.462005,Lai Châu,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000017,Tôn Thị Rồng,Nữ,1992-10-06 21:50:13.462005,Sóc Trăng,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
Z_000193,Hồ Văn Khoa,Nam,2003-10-04 21:50:13.462005,Hà Nội,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Z_000249,Lý Văn Nam,Nam,2003-10-04 21:50:13.462005,Gia Lai,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000498,Trần Thị Bình,Nữ,1958-10-15 21:50:13.462005,Đà Nẵng,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Inactive,Z
Z_000288,Lương Thị Uy,Nữ,1947-10-18 21:50:13.462005,Bình Thuận,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Z_000085,Tôn Văn Rồng,Nam,2002-10-04 21:50:13.462005,Kiên Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000294,Trần Văn Bình,Nam,2003-10-04 21:50:13.462005,Lai Châu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
