account_id,customer_code,product_type,open_date,maturity_date,term_months,interest_rate,status,channel_opened,currency,current_balance
ACC_X_000191_03,X_000191,term_saving,2024-08-24,2027-08-09,36,0.07149,suspend,branch,VND,3452697453.0
ACC_X_000192_01,X_000192,term_saving,2024-04-26,2027-04-11,36,0.07034,active,mobile/internet,VND,4272003005.0
ACC_X_000192_02,X_000192,term_saving,2023-03-09,2025-02-26,24,0.06379,active,atm,USD,3888221247.0
ACC_X_000192_03,X_000192,term_saving,2023-10-28,2025-10-17,24,0.06701,active,branch,VND,5359612260.0
ACC_X_000193_01,X_000193,term_saving,2024-06-20,2025-06-15,12,0.05956,active,atm,VND,3132354077.0
ACC_X_000193_02,X_000193,term_saving,2024-02-23,2025-02-17,12,0.0513,suspend,branch,VND,2977657417.0
ACC_X_000193_03,X_000193,term_saving,2023-11-18,2025-11-07,24,0.06505,active,mobile/internet,VND,3251809175.0
ACC_X_000193_04,X_000193,term_saving,2024-04-23,2025-04-18,12,0.05386,active,branch,USD,3194101948.0
ACC_X_000193_05,X_000193,term_saving,2024-02-24,2027-02-08,36,0.07431,closed,atm,VND,2772314540.0
ACC_X_000194_01,X_000194,term_saving,2023-02-05,2024-01-31,12,0.05125,suspend,mobile/internet,VND,4028371199.0
ACC_X_000194_02,X_000194,term_saving,2024-04-19,2025-04-14,12,0.05738,active,branch,USD,4111689610.0
ACC_X_000194_03,X_000194,term_saving,2023-11-11,2025-10-31,24,0.06437,active,branch,VND,3714318680.0
ACC_X_000194_04,X_000194,term_saving,2024-06-23,2027-06-08,36,0.06724,closed,mobile/internet,VND,3100832317.0
ACC_X_000194_05,X_000194,term_saving,2024-03-15,2026-03-05,24,0.06707,active,mobile/internet,VND,3111562981.0
ACC_X_000195_01,X_000195,term_saving,2023-07-13,2024-07-07,12,0.05093,active,mobile/internet,VND,7709247629.0
ACC_X_000195_02,X_000195,term_saving,2023-11-28,2025-11-17,24,0.06443,closed,branch,EUR,6857915421.0
ACC_X_000196_01,X_000196,term_saving,2024-04-20,2025-04-15,12,0.05111,active,branch,VND,5632962602.0
ACC_X_000196_02,X_000196,term_saving,2024-03-24,2025-03-19,12,0.05719,active,branch,VND,7959575213.0
ACC_X_000197_01,X_000197,term_saving,2023-06-07,2024-06-01,12,0.05505,active,atm,VND,3690952298.0
ACC_X_000197_02,X_000197,term_saving,2024-03-06,2025-03-01,12,0.05231,active,atm,VND,4024022534.0
ACC_X_000197_03,X_000197,term_saving,2023-07-30,2025-07-19,24,0.0678,active,branch,VND,2326935433.0
ACC_X_000197_04,X_000197,term_saving,2023-06-24,2024-06-18,12,0.05761,active,mobile/internet,VND,4252022948.0
ACC_X_000197_05,X_000197,term_saving,2024-04-14,2027-03-30,36,0.072,active,mobile/internet,USD,2932661205.0
ACC_X_000198_01,X_000198,term_saving,2023-02-12,2024-02-07,12,0.0541,active,atm,VND,9387622441.0
ACC_X_000198_02,X_000198,term_saving,2023-11-08,2024-11-02,12,0.05018,active,atm,VND,8780491232.0
ACC_X_000199_01,X_000199,term_saving,2024-11-21,2025-11-16,12,0.05689,active,mobile/internet,EUR,4888509129.0
ACC_X_000199_02,X_000199,term_saving,2024-12-22,2025-12-17,12,0.05679,active,mobile/internet,VND,3731833222.0
ACC_X_000199_03,X_000199,term_saving,2024-06-27,2026-06-17,24,0.06088,active,branch,VND,4890376324.0
ACC_X_000200_01,X_000200,term_saving,2024-08-25,2027-08-10,36,0.06597,active,atm,VND,5025413166.0
ACC_X_000200_02,X_000200,term_saving,2023-03-18,2026-03-02,36,0.06722,active,atm,USD,3665032513.0
ACC_X_000200_03,X_000200,term_saving,2024-05-04,2025-04-29,12,0.05986,active,branch,VND,4283935324.0
ACC_X_000201_01,X_000201,term_saving,2024-03-11,2025-03-06,12,0.05145,active,atm,VND,4540380931.0
ACC_X_000201_02,X_000201,term_saving,2023-03-08,2026-02-20,36,0.06819,active,atm,VND,3639205374.0
ACC_X_000201_03,X_000201,term_saving,2024-12-11,2026-12-01,24,0.06433,active,branch,VND,3387584890.0
ACC_X_000201_04,X_000201,term_saving,2024-06-29,2025-06-24,12,0.05258,active,atm,VND,3310334442.0
ACC_X_000202_01,X_000202,term_saving,2024-03-16,2027-03-01,36,0.07229,active,mobile/internet,VND,6683823339.0
ACC_X_000202_02,X_000202,term_saving,2024-12-16,2026-12-06,24,0.06511,active,atm,VND,6963799500.0
ACC_X_000203_01,X_000203,demand_saving,2023-12-17,,0,0.00051,active,mobile/internet,VND,2902163552.0
ACC_X_000203_02,X_000203,term_saving,2024-12-13,2026-12-03,24,0.06496,active,mobile/internet,VND,3206292281.0
ACC_X_000203_03,X_000203,term_saving,2024-07-07,2027-06-22,36,0.06932,active,branch,VND,2909577744.0
ACC_X_000203_04,X_000203,term_saving,2023-01-12,2024-01-07,12,0.05466,active,branch,USD,2819869516.0
ACC_X_000203_05,X_000203,term_saving,2024-12-14,2025-12-09,12,0.05037,active,atm,VND,2459038802.0
ACC_X_000204_01,X_000204,term_saving,2023-03-28,2025-03-17,24,0.06775,active,atm,VND,3260293532.0
ACC_X_000204_02,X_000204,term_saving,2024-06-28,2026-06-18,24,0.06769,active,branch,VND,3436011917.0
ACC_X_000204_03,X_000204,term_saving,2023-06-26,2026-06-10,36,0.07484,closed,branch,VND,2054114148.0
ACC_X_000204_04,X_000204,term_saving,2023-08-24,2026-08-08,36,0.07395,active,atm,VND,3507095737.0
ACC_X_000204_05,X_000204,term_saving,2023-12-16,2026-11-30,36,0.06525,active,atm,VND,3130414797.0
ACC_X_000205_01,X_000205,term_saving,2024-12-12,2027-11-27,36,0.06935,active,branch,VND,4094237472.0
ACC_X_000205_02,X_000205,term_saving,2024-05-03,2027-04-18,36,0.06797,active,branch,VND,3125162268.0
ACC_X_000205_03,X_000205,term_saving,2023-08-13,2024-08-07,12,0.05758,active,atm,VND,4153604161.0
ACC_X_000206_01,X_000206,term_saving,2023-12-17,2026-12-01,36,0.06819,suspend,atm,VND,5911724713.0
ACC_X_000206_02,X_000206,term_saving,2023-06-21,2024-06-15,12,0.05339,active,atm,VND,4770778435.0
ACC_X_000206_03,X_000206,term_saving,2024-03-07,2027-02-20,36,0.06604,active,branch,VND,5045929216.0
ACC_X_000207_01,X_000207,term_saving,2023-03-20,2024-03-14,12,0.0564,active,mobile/internet,VND,2694633499.0
ACC_X_000207_02,X_000207,term_saving,2023-07-04,2025-06-23,24,0.06097,closed,mobile/internet,VND,3235213093.0
ACC_X_000207_03,X_000207,term_saving,2023-04-10,2026-03-25,36,0.06653,active,mobile/internet,VND,2857975107.0
ACC_X_000207_04,X_000207,term_saving,2024-03-15,2027-02-28,36,0.07124,active,branch,VND,2129926505.0
ACC_X_000207_05,X_000207,term_saving,2024-09-23,2026-09-13,24,0.0652,active,mobile/internet,VND,2470778567.0
ACC_X_000208_01,X_000208,term_saving,2024-03-11,2026-03-01,24,0.06025,active,atm,VND,3128096737.0
ACC_X_000208_02,X_000208,term_saving,2024-02-22,2026-02-11,24,0.06222,active,mobile/internet,USD,2496304372.0
ACC_X_000208_03,X_000208,term_saving,2023-07-19,2024-07-13,12,0.05181,active,mobile/internet,VND,4438491239.0
ACC_X_000208_04,X_000208,term_saving,2024-03-16,2026-03-06,24,0.06836,active,branch,VND,3186644518.0
ACC_X_000209_01,X_000209,term_saving,2024-03-19,2027-03-04,36,0.06512,active,atm,VND,2202739153.0
ACC_X_000209_02,X_000209,term_saving,2024-10-01,2027-09-16,36,0.07062,active,branch,VND,2184017874.0
ACC_X_000209_03,X_000209,term_saving,2024-11-30,2027-11-15,36,0.07197,active,atm,VND,2780822633.0
ACC_X_000209_04,X_000209,term_saving,2023-12-18,2025-12-07,24,0.06005,closed,atm,VND,2631531973.0
ACC_X_000209_05,X_000209,term_saving,2024-05-25,2025-05-20,12,0.05633,active,branch,VND,2566777461.0
ACC_X_000210_01,X_000210,term_saving,2024-02-11,2026-01-31,24,0.06252,active,mobile/internet,VND,4025418122.0
ACC_X_000210_02,X_000210,term_saving,2023-03-25,2025-03-14,24,0.06124,active,branch,VND,5846902803.0
ACC_X_000210_03,X_000210,term_saving,2024-12-14,2026-12-04,24,0.06831,active,mobile/internet,VND,5299124317.0
ACC_X_000211_01,X_000211,term_saving,2023-01-15,2025-12-30,36,0.07339,active,mobile/internet,VND,6435114561.0
ACC_X_000211_02,X_000211,term_saving,2023-05-05,2025-04-24,24,0.06077,active,branch,VND,5043074767.0
ACC_X_000211_03,X_000211,demand_saving,2024-04-16,,0,0.00341,active,mobile/internet,VND,5688346116.0
ACC_X_000212_01,X_000212,term_saving,2023-06-11,2024-06-05,12,0.05248,closed,mobile/internet,VND,6768391683.0
ACC_X_000212_02,X_000212,demand_saving,2024-06-29,,0,0.00017,active,mobile/internet,VND,4809116586.0
ACC_X_000212_03,X_000212,term_saving,2023-05-11,2024-05-05,12,0.05543,active,mobile/internet,VND,4579259003.0
ACC_X_000213_01,X_000213,demand_saving,2023-05-12,,0,0.00291,active,atm,USD,3286700804.0
ACC_X_000213_02,X_000213,demand_saving,2024-06-04,,0,0.00425,active,atm,VND,3538301914.0
ACC_X_000213_03,X_000213,term_saving,2023-08-18,2026-08-02,36,0.06778,active,mobile/internet,USD,2654021395.0
ACC_X_000213_04,X_000213,term_saving,2023-10-10,2026-09-24,36,0.07325,active,atm,VND,5301258170.0
ACC_X_000214_01,X_000214,demand_saving,2023-05-05,,0,0.00291,active,mobile/internet,VND,9565396310.0
ACC_X_000214_02,X_000214,term_saving,2023-02-17,2026-02-01,36,0.06867,active,mobile/internet,USD,6016936722.0
ACC_X_000215_01,X_000215,term_saving,2023-04-30,2024-04-24,12,0.05097,active,atm,VND,3793336386.0
ACC_X_000215_02,X_000215,term_saving,2023-03-31,2026-03-15,36,0.07023,active,mobile/internet,VND,3887494882.0
ACC_X_000215_03,X_000215,demand_saving,2023-08-01,,0,0.00079,active,branch,VND,4564560132.0
ACC_X_000216_01,X_000216,term_saving,2023-01-15,2024-01-10,12,0.0532,closed,atm,VND,2445506980.0
ACC_X_000216_02,X_000216,term_saving,2023-05-25,2026-05-09,36,0.06766,active,atm,USD,2608413607.0
ACC_X_000216_03,X_000216,term_saving,2023-11-30,2026-11-14,36,0.07223,active,atm,EUR,2631328185.0
ACC_X_000216_04,X_000216,demand_saving,2024-09-08,,0,0.00106,active,mobile/internet,VND,3423126837.0
ACC_X_000216_05,X_000216,term_saving,2023-06-02,2025-05-22,24,0.06387,active,branch,VND,2494885776.0
ACC_X_000217_01,X_000217,term_saving,2023-04-04,2025-03-24,24,0.06339,active,mobile/internet,VND,3168859769.0
ACC_X_000217_02,X_000217,term_saving,2024-08-30,2025-08-25,12,0.05815,active,mobile/internet,VND,4355526317.0
ACC_X_000217_03,X_000217,term_saving,2023-04-24,2024-04-18,12,0.05857,active,branch,VND,3538661118.0
ACC_X_000217_04,X_000217,demand_saving,2024-07-01,,0,0.00394,active,atm,VND,4576604485.0
ACC_X_000218_01,X_000218,term_saving,2024-04-04,2025-03-30,12,0.05972,active,mobile/internet,VND,7954149346.0
ACC_X_000218_02,X_000218,term_saving,2024-05-04,2027-04-19,36,0.06936,active,branch,VND,9079502659.0
ACC_X_000219_01,X_000219,term_saving,2023-03-20,2026-03-04,36,0.06806,active,atm,VND,6698607546.0
ACC_X_000219_02,X_000219,term_saving,2023-03-12,2024-03-06,12,0.05691,closed,branch,VND,8973931550.0
ACC_X_000220_01,X_000220,term_saving,2023-02-22,2026-02-06,36,0.07156,active,branch,VND,8525721011.0
ACC_X_000220_02,X_000220,term_saving,2023-05-22,2025-05-11,24,0.06943,active,branch,USD,6782567617.0
ACC_X_000221_01,X_000221,term_saving,2023-07-30,2025-07-19,24,0.06945,active,mobile/internet,VND,5673260064.0
ACC_X_000221_02,X_000221,term_saving,2023-07-11,2025-06-30,24,0.06918,active,branch,VND,5533710245.0
ACC_X_000222_01,X_000222,term_saving,2024-07-28,2026-07-18,24,0.06399,active,atm,VND,3904677311.0
ACC_X_000222_02,X_000222,term_saving,2024-01-30,2025-01-24,12,0.05928,active,mobile/internet,VND,5342907859.0
ACC_X_000222_03,X_000222,term_saving,2024-09-21,2027-09-06,36,0.06754,suspend,branch,VND,2913895810.0
ACC_X_000223_01,X_000223,term_saving,2023-08-08,2025-07-28,24,0.06792,active,mobile/internet,VND,5356446780.0
ACC_X_000223_02,X_000223,term_saving,2024-12-28,2026-12-18,24,0.06891,active,branch,VND,4789190208.0
ACC_X_000223_03,X_000223,term_saving,2024-06-07,2025-06-02,12,0.05481,active,atm,VND,4596289715.0
ACC_X_000224_01,X_000224,term_saving,2024-05-01,2027-04-16,36,0.07283,active,branch,VND,3701769233.0
ACC_X_000224_02,X_000224,term_saving,2024-10-09,2027-09-24,36,0.07207,active,atm,VND,3251221002.0
ACC_X_000224_03,X_000224,term_saving,2024-11-10,2025-11-05,12,0.05031,active,branch,VND,3512225203.0
ACC_X_000224_04,X_000224,term_saving,2023-04-30,2024-04-24,12,0.05434,suspend,atm,VND,4504296442.0
ACC_X_000225_01,X_000225,demand_saving,2023-10-08,,0,0.00113,active,atm,EUR,7326218750.0
ACC_X_000225_02,X_000225,demand_saving,2023-01-07,,0,0.00484,closed,mobile/internet,EUR,5019940173.0
ACC_X_000226_01,X_000226,term_saving,2024-07-11,2026-07-01,24,0.06189,closed,mobile/internet,VND,3769955403.0
ACC_X_000226_02,X_000226,term_saving,2023-06-21,2024-06-15,12,0.05743,active,mobile/internet,VND,4468828143.0
ACC_X_000226_03,X_000226,term_saving,2023-10-16,2026-09-30,36,0.0659,active,branch,VND,4425900402.0
ACC_X_000227_01,X_000227,term_saving,2024-09-28,2027-09-13,36,0.07371,active,branch,VND,3023315618.0
ACC_X_000227_02,X_000227,term_saving,2024-05-26,2027-05-11,36,0.0718,active,mobile/internet,VND,2268188050.0
ACC_X_000227_03,X_000227,term_saving,2024-02-04,2027-01-19,36,0.07361,active,mobile/internet,VND,2052325135.0
ACC_X_000227_04,X_000227,term_saving,2024-05-01,2027-04-16,36,0.06859,active,branch,VND,2733038318.0
ACC_X_000227_05,X_000227,term_saving,2024-07-21,2025-07-16,12,0.05351,closed,atm,VND,4298343038.0
ACC_X_000228_01,X_000228,term_saving,2023-01-18,2024-01-13,12,0.05874,active,atm,VND,3272690845.0
ACC_X_000228_02,X_000228,demand_saving,2023-02-05,,0,0.00434,active,mobile/internet,VND,3417691982.0
ACC_X_000228_03,X_000228,term_saving,2024-09-01,2026-08-22,24,0.06822,active,mobile/internet,VND,3476181863.0
ACC_X_000228_04,X_000228,term_saving,2024-10-14,2026-10-04,24,0.06572,active,atm,EUR,3273592405.0
ACC_X_000229_01,X_000229,term_saving,2023-03-23,2026-03-07,36,0.07493,active,mobile/internet,VND,2943758101.0
ACC_X_000229_02,X_000229,term_saving,2024-01-26,2027-01-10,36,0.06997,active,atm,VND,4688863068.0
ACC_X_000229_03,X_000229,term_saving,2024-01-25,2026-01-14,24,0.06272,active,branch,VND,3515666338.0
ACC_X_000230_01,X_000230,term_saving,2023-03-24,2025-03-13,24,0.06365,active,mobile/internet,VND,3954194398.0
ACC_X_000230_02,X_000230,term_saving,2024-06-17,2027-06-02,36,0.07408,active,mobile/internet,VND,6683330422.0
ACC_X_000230_03,X_000230,term_saving,2024-09-10,2026-08-31,24,0.0688,active,atm,VND,5875991740.0
ACC_X_000231_01,X_000231,term_saving,2023-09-02,2024-08-27,12,0.05296,closed,mobile/internet,VND,4459528450.0
ACC_X_000231_02,X_000231,term_saving,2023-11-25,2025-11-14,24,0.06035,active,branch,VND,3040351751.0
ACC_X_000231_03,X_000231,term_saving,2023-03-09,2026-02-21,36,0.06864,active,branch,VND,4847046140.0
ACC_X_000232_01,X_000232,term_saving,2023-06-13,2025-06-02,24,0.0663,suspend,atm,VND,5500531208.0
ACC_X_000232_02,X_000232,term_saving,2023-10-21,2024-10-15,12,0.05895,active,mobile/internet,VND,8457473955.0
ACC_X_000233_01,X_000233,term_saving,2024-03-26,2026-03-16,24,0.06478,active,branch,VND,6453494063.0
ACC_X_000233_02,X_000233,term_saving,2024-01-08,2025-01-02,12,0.0504,active,branch,VND,9195002278.0
ACC_X_000234_01,X_000234,term_saving,2024-04-14,2026-04-04,24,0.06141,active,branch,VND,4840805381.0
ACC_X_000234_02,X_000234,term_saving,2024-02-26,2025-02-20,12,0.05021,active,atm,VND,5497466888.0
ACC_X_000234_03,X_000234,term_saving,2024-09-30,2027-09-15,36,0.07387,active,branch,VND,2126544436.0
ACC_X_000235_01,X_000235,term_saving,2023-08-20,2026-08-04,36,0.06508,active,atm,VND,3741172641.0
ACC_X_000235_02,X_000235,term_saving,2024-05-26,2027-05-11,36,0.07098,active,mobile/internet,VND,3539645587.0
ACC_X_000235_03,X_000235,term_saving,2024-05-28,2026-05-18,24,0.06743,active,atm,VND,3655749310.0
ACC_X_000235_04,X_000235,term_saving,2024-11-24,2025-11-19,12,0.05127,active,mobile/internet,VND,4394333918.0
ACC_X_000236_01,X_000236,term_saving,2024-11-25,2027-11-10,36,0.0712,active,atm,VND,7358858833.0
ACC_X_000236_02,X_000236,term_saving,2024-04-14,2026-04-04,24,0.06992,active,branch,VND,6883159257.0
ACC_X_000237_01,X_000237,term_saving,2023-09-29,2025-09-18,24,0.06267,closed,mobile/internet,EUR,7624806353.0
ACC_X_000237_02,X_000237,term_saving,2024-09-20,2027-09-05,36,0.0742,active,mobile/internet,VND,7822235295.0
ACC_X_000238_01,X_000238,demand_saving,2023-06-12,,0,0.00303,active,branch,VND,2616648121.0
ACC_X_000238_02,X_000238,term_saving,2023-09-27,2026-09-11,36,0.07348,active,branch,VND,3878316584.0
ACC_X_000238_03,X_000238,term_saving,2023-02-24,2025-02-13,24,0.06474,active,atm,VND,1931540697.0
ACC_X_000238_04,X_000238,term_saving,2024-10-17,2026-10-07,24,0.06247,suspend,branch,VND,2764663172.0
ACC_X_000238_05,X_000238,demand_saving,2024-10-01,,0,0.00313,active,atm,VND,3632859888.0
ACC_X_000239_01,X_000239,term_saving,2024-06-08,2026-05-29,24,0.06029,active,branch,VND,8955765560.0
ACC_X_000239_02,X_000239,term_saving,2024-02-13,2025-02-07,12,0.05994,suspend,mobile/internet,VND,7891545310.0
ACC_X_000240_01,X_000240,term_saving,2023-12-08,2025-11-27,24,0.06835,active,atm,EUR,2676489052.0
ACC_X_000240_02,X_000240,term_saving,2023-07-04,2026-06-18,36,0.06873,active,branch,VND,2191855776.0
ACC_X_000240_03,X_000240,term_saving,2024-12-04,2027-11-19,36,0.06991,active,mobile/internet,VND,2923245990.0
ACC_X_000240_04,X_000240,term_saving,2023-02-05,2026-01-20,36,0.07297,closed,atm,VND,4429753008.0
ACC_X_000240_05,X_000240,term_saving,2023-02-14,2025-02-03,24,0.06686,active,mobile/internet,VND,2979220803.0
ACC_X_000241_01,X_000241,term_saving,2023-11-11,2026-10-26,36,0.06674,active,atm,VND,2316022622.0
ACC_X_000241_02,X_000241,term_saving,2024-10-31,2027-10-16,36,0.07255,active,branch,VND,3266492789.0
ACC_X_000241_03,X_000241,demand_saving,2023-08-26,,0,0.00312,suspend,mobile/internet,EUR,4821480959.0
ACC_X_000241_04,X_000241,demand_saving,2023-09-27,,0,0.00452,active,branch,VND,2269008746.0
ACC_X_000241_05,X_000241,term_saving,2024-05-05,2026-04-25,24,0.06303,suspend,branch,VND,4404484447.0
ACC_X_000242_01,X_000242,term_saving,2023-03-19,2025-03-08,24,0.06269,suspend,mobile/internet,VND,3442909879.0
ACC_X_000242_02,X_000242,term_saving,2024-08-08,2027-07-24,36,0.06855,active,atm,VND,2701090061.0
ACC_X_000242_03,X_000242,term_saving,2023-08-08,2026-07-23,36,0.07014,active,atm,VND,4590002993.0
ACC_X_000242_04,X_000242,term_saving,2024-08-04,2025-07-30,12,0.05318,active,atm,VND,2812705082.0
ACC_X_000243_01,X_000243,term_saving,2024-03-09,2025-03-04,12,0.05991,active,mobile/internet,VND,4990346929.0
ACC_X_000243_02,X_000243,term_saving,2024-10-19,2027-10-04,36,0.06662,active,atm,VND,4882285793.0
ACC_X_000243_03,X_000243,term_saving,2023-09-09,2024-09-03,12,0.05774,active,branch,USD,5163286716.0
ACC_X_000244_01,X_000244,term_saving,2024-10-24,2027-10-09,36,0.07332,suspend,mobile/internet,VND,3513361352.0
ACC_X_000244_02,X_000244,term_saving,2024-04-23,2027-04-08,36,0.07168,active,mobile/internet,USD,3562394950.0
ACC_X_000244_03,X_000244,term_saving,2024-09-29,2027-09-14,36,0.06606,closed,mobile/internet,VND,4688018189.0
ACC_X_000244_04,X_000244,term_saving,2023-05-10,2026-04-24,36,0.07078,active,atm,USD,3105453217.0
ACC_X_000245_01,X_000245,term_saving,2024-09-04,2025-08-30,12,0.05352,suspend,branch,VND,5270973440.0
ACC_X_000245_02,X_000245,demand_saving,2024-10-27,,0,0.00013,suspend,branch,EUR,4505329315.0
ACC_X_000245_03,X_000245,term_saving,2024-03-16,2027-03-01,36,0.0745,active,atm,EUR,5005871957.0
ACC_X_000246_01,X_000246,term_saving,2024-12-25,2026-12-15,24,0.06115,closed,mobile/internet,VND,4474316698.0
ACC_X_000246_02,X_000246,term_saving,2024-09-03,2025-08-29,12,0.05044,suspend,mobile/internet,VND,4617551234.0
ACC_X_000246_03,X_000246,demand_saving,2024-05-02,,0,0.00275,closed,branch,VND,3173265306.0
ACC_X_000247_01,X_000247,term_saving,2024-09-17,2025-09-12,12,0.05036,active,mobile/internet,VND,4644378499.0
ACC_X_000247_02,X_000247,term_saving,2023-01-29,2026-01-13,36,0.07328,active,atm,VND,4921273248.0
ACC_X_000247_03,X_000247,term_saving,2023-01-11,2024-01-06,12,0.05385,active,mobile/internet,VND,6174055795.0
ACC_X_000248_01,X_000248,term_saving,2023-10-27,2026-10-11,36,0.06849,active,branch,VND,3774143428.0
ACC_X_000248_02,X_000248,term_saving,2023-03-25,2025-03-14,24,0.06064,closed,mobile/internet,VND,2839033016.0
ACC_X_000248_03,X_000248,term_saving,2023-06-18,2026-06-02,36,0.06969,active,mobile/internet,VND,1923223777.0
ACC_X_000248_04,X_000248,term_saving,2024-04-01,2027-03-17,36,0.06876,active,mobile/internet,VND,3671974732.0
ACC_X_000248_05,X_000248,term_saving,2023-12-01,2024-11-25,12,0.05031,active,branch,VND,2723295952.0
ACC_X_000249_01,X_000249,term_saving,2023-03-18,2024-03-12,12,0.0579,active,atm,VND,4041077416.0
ACC_X_000249_02,X_000249,term_saving,2023-06-24,2026-06-08,36,0.0739,active,branch,VND,2280851631.0
ACC_X_000249_03,X_000249,term_saving,2024-09-06,2027-08-22,36,0.07017,active,branch,VND,3384689032.0
ACC_X_000249_04,X_000249,term_saving,2024-04-05,2025-03-31,12,0.05834,active,mobile/internet,VND,6062180623.0
ACC_X_000250_01,X_000250,term_saving,2023-05-08,2026-04-22,36,0.07206,active,mobile/internet,VND,2803554962.0
ACC_X_000250_02,X_000250,term_saving,2023-07-11,2026-06-25,36,0.07078,closed,mobile/internet,VND,3539674775.0
ACC_X_000250_03,X_000250,term_saving,2024-07-07,2025-07-02,12,0.0528,active,atm,VND,2753485771.0
ACC_X_000250_04,X_000250,term_saving,2024-12-29,2026-12-19,24,0.06511,active,atm,VND,1924485711.0
ACC_X_000250_05,X_000250,term_saving,2023-03-06,2026-02-18,36,0.06887,active,atm,VND,2973773051.0
ACC_X_000251_01,X_000251,term_saving,2024-09-29,2026-09-19,24,0.06475,active,atm,VND,2391346848.0
ACC_X_000251_02,X_000251,term_saving,2023-11-28,2025-11-17,24,0.06282,suspend,atm,VND,2957543151.0
ACC_X_000251_03,X_000251,term_saving,2023-07-09,2024-07-03,12,0.05433,active,mobile/internet,VND,2850182961.0
ACC_X_000251_04,X_000251,term_saving,2023-08-04,2024-07-29,12,0.05881,active,atm,VND,2815931829.0
ACC_X_000251_05,X_000251,term_saving,2023-05-31,2024-05-25,12,0.05879,active,atm,VND,3499109146.0
ACC_X_000252_01,X_000252,term_saving,2024-07-11,2027-06-26,36,0.07066,active,mobile/internet,VND,4814078265.0
ACC_X_000252_02,X_000252,term_saving,2023-05-23,2024-05-17,12,0.05126,active,mobile/internet,VND,4672266669.0
ACC_X_000252_03,X_000252,term_saving,2024-07-07,2027-06-22,36,0.06555,active,mobile/internet,VND,3449190008.0
ACC_X_000253_01,X_000253,demand_saving,2024-07-28,,0,0.00354,active,branch,VND,10443894178.0
ACC_X_000253_02,X_000253,demand_saving,2024-12-25,,0,0.0024,active,atm,VND,6818001290.0
ACC_X_000254_01,X_000254,term_saving,2023-05-19,2026-05-03,36,0.06984,active,mobile/internet,EUR,7082265777.0
ACC_X_000254_02,X_000254,term_saving,2024-05-08,2027-04-23,36,0.07413,active,branch,VND,8106824730.0
ACC_X_000255_01,X_000255,term_saving,2023-10-11,2026-09-25,36,0.06522,active,atm,VND,2485588849.0
ACC_X_000255_02,X_000255,term_saving,2023-08-13,2026-07-28,36,0.07485,active,mobile/internet,VND,2600328328.0
ACC_X_000255_03,X_000255,term_saving,2024-06-02,2027-05-18,36,0.07019,active,mobile/internet,VND,3264726567.0
ACC_X_000255_04,X_000255,term_saving,2023-08-18,2026-08-02,36,0.07221,active,mobile/internet,VND,2787042173.0
ACC_X_000255_05,X_000255,term_saving,2023-02-02,2026-01-17,36,0.06659,active,atm,VND,2314139793.0
ACC_X_000256_01,X_000256,term_saving,2023-09-21,2025-09-10,24,0.06063,closed,atm,VND,3307447448.0
ACC_X_000256_02,X_000256,term_saving,2023-09-15,2026-08-30,36,0.06607,active,mobile/internet,VND,4779026724.0
ACC_X_000256_03,X_000256,demand_saving,2023-04-07,,0,0.00398,active,mobile/internet,VND,5150650419.0
ACC_X_000257_01,X_000257,term_saving,2024-06-06,2026-05-27,24,0.06041,active,mobile/internet,VND,2636695102.0
ACC_X_000257_02,X_000257,term_saving,2024-05-22,2027-05-07,36,0.06867,active,atm,VND,3743667536.0
ACC_X_000257_03,X_000257,term_saving,2023-11-28,2024-11-22,12,0.05876,active,atm,VND,2469373790.0
ACC_X_000257_04,X_000257,term_saving,2023-12-30,2024-12-24,12,0.0532,active,mobile/internet,VND,4150428934.0
ACC_X_000257_05,X_000257,term_saving,2024-02-04,2025-01-29,12,0.05863,active,atm,VND,3469206574.0
ACC_X_000258_01,X_000258,term_saving,2023-05-28,2026-05-12,36,0.07379,active,atm,VND,3372348030.0
ACC_X_000258_02,X_000258,term_saving,2023-02-18,2025-02-07,24,0.06356,active,mobile/internet,VND,4524519471.0
ACC_X_000258_03,X_000258,term_saving,2023-05-11,2024-05-05,12,0.05696,active,branch,VND,4552149686.0
ACC_X_000259_01,X_000259,term_saving,2023-03-10,2026-02-22,36,0.06649,active,mobile/internet,VND,8438148560.0
ACC_X_000259_02,X_000259,term_saving,2023-06-08,2024-06-02,12,0.0582,active,mobile/internet,USD,6233600885.0
ACC_X_000260_01,X_000260,demand_saving,2024-01-24,,0,0.00096,active,mobile/internet,VND,4195788634.0
ACC_X_000260_02,X_000260,term_saving,2023-03-02,2024-02-25,12,0.05851,active,mobile/internet,VND,3599248784.0
ACC_X_000260_03,X_000260,term_saving,2024-12-24,2026-12-14,24,0.0637,active,mobile/internet,VND,1590103619.0
ACC_X_000260_04,X_000260,term_saving,2023-04-16,2024-04-10,12,0.05932,active,mobile/internet,VND,4195186959.0
ACC_X_000261_01,X_000261,term_saving,2024-04-10,2026-03-31,24,0.06022,active,mobile/internet,VND,4281151526.0
ACC_X_000261_02,X_000261,term_saving,2024-01-06,2025-12-26,24,0.06646,active,mobile/internet,VND,3841215822.0
ACC_X_000261_03,X_000261,term_saving,2024-11-01,2025-10-27,12,0.05559,closed,mobile/internet,VND,4463315836.0
