customer_code,full_name,gender,dob,city,marital_status,nationality,occupation,income_range,income_currency,source_of_income,status,customer_segment
X_000150,Trần Văn Bình,Nam,1975-10-11 23:42:06.213987,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000151,Võ Thị Phúc,Nữ,1994-10-06 23:42:06.213987,Bắc Ninh,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Inactive,X
X_000152,Lê Văn Cường,Nam,1996-10-05 23:42:06.213987,Bình Định,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000153,Hồ Thị Trang,Nữ,1978-10-10 23:42:06.213987,Hải Dương,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000154,Lê Hoàng Nam,Nam,1993-10-06 23:42:06.213987,Đà Nẵng,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000155,Trần Văn Bình,Nam,1978-10-10 23:42:06.213987,Lai Châu,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Inactive,X
X_000156,Dương Thị Minh,Nữ,1982-10-09 23:42:06.213987,Phú Thọ,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000157,Dương Thị Minh,Nữ,1972-10-11 23:42:06.213987,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000158,Tôn Văn Rồng,Nam,1983-10-09 23:42:06.213987,Hưng Yên,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000159,Trần Thị Bình,Nữ,1971-10-12 23:42:06.213987,Khánh Hòa,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000160,Hồ Văn Khoa,Nam,1970-10-12 23:42:06.213987,Vĩnh Long,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000161,Nguyễn Minh Tuấn,Nam,1975-10-11 23:42:06.213987,Trà Vinh,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000162,Phạm Thị Dũng,Nữ,2000-10-04 23:42:06.213987,Vĩnh Long,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000163,Đỗ Văn Hùng,Nam,1993-10-06 23:42:06.213987,Quảng Nam,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000164,Bùi Văn Thắng,Nam,1974-10-11 23:42:06.213987,Điện Biên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000165,Đỗ Thị Yến,Nữ,1972-10-11 23:42:06.213987,Sóc Trăng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000166,Chu Thị Tài,Nữ,1990-10-07 23:42:06.213987,Yên Bái,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000167,Đỗ Minh Khang,Nam,1980-10-09 23:42:06.213987,Gia Lai,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000168,Bùi Văn Hải,Nam,1985-10-08 23:42:06.214986,Ninh Bình,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000169,Hoàng Văn Em,Nam,1989-10-07 23:42:06.214986,Phú Yên,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000170,Ngô Thị Long,Nữ,1970-10-12 23:42:06.214986,Lai Châu,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000171,Nguyễn Thị Mai,Nữ,2000-10-04 23:42:06.214986,Quảng Ngãi,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000172,Lưu Văn Sơn,Nam,1992-10-06 23:42:06.214986,Bắc Giang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000173,Hồ Thị Khoa,Nữ,1973-10-11 23:42:06.214986,Thái Nguyên,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000174,Lê Văn Cường,Nam,1992-10-06 23:42:06.214986,Vĩnh Phúc,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Lương,Active,X
X_000175,Chu Thị Tài,Nữ,1994-10-06 23:42:06.214986,Ninh Thuận,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000176,Võ Thị Phúc,Nữ,1978-10-10 23:42:06.214986,Sóc Trăng,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000177,Lê Thị Cường,Nữ,1984-10-08 23:42:06.214986,Hải Phòng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000178,Hồ Văn Tài,Nam,1999-10-05 23:42:06.214986,Thanh Hóa,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000179,Lưu Thị Sơn,Nữ,1976-10-10 23:42:06.214986,Quảng Ngãi,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000180,Đặng Thị Thu,Nữ,1982-10-09 23:42:06.214986,Bình Phước,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000181,Đinh Văn Quang,Nam,1993-10-06 23:42:06.214986,Bình Phước,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Inactive,X
X_000182,Lương Thị Uy,Nữ,1989-10-07 23:42:06.214986,Bắc Kạn,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000183,Lương Văn Uy,Nam,1995-10-06 23:42:06.214986,Bạc Liêu,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000184,Lương Văn Uy,Nam,1987-10-08 23:42:06.214986,Bạc Liêu,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000185,Đặng Thị Giang,Nữ,1979-10-10 23:42:06.214986,Vĩnh Long,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000186,Phan Văn Oanh,Nam,1985-10-08 23:42:06.214986,Ninh Thuận,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000187,Lưu Thị Sơn,Nữ,2000-10-04 23:42:06.214986,Gia Lai,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Inactive,X
X_000188,Bùi Văn Thắng,Nam,1993-10-06 23:42:06.215989,Bình Dương,Độc thân,Nước ngoài,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000189,Lưu Văn Sơn,Nam,2000-10-04 23:42:06.215989,Bắc Kạn,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000190,Lê Thị Hương,Nữ,1971-10-12 23:42:06.215989,Ninh Bình,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000191,Bùi Thị Ngọc,Nữ,1970-10-12 23:42:06.215989,Đắk Lắk,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000192,Bùi Thị Ngọc,Nữ,1991-10-07 23:42:06.215989,Bến Tre,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000193,Ngô Thị Long,Nữ,1997-10-05 23:42:06.215989,Long An,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Closed,X
X_000194,Phạm Quang Huy,Nam,1989-10-07 23:42:06.215989,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,USD,Kinh doanh,Inactive,X
X_000195,Phan Thị Oanh,Nữ,2000-10-04 23:42:06.215989,Thái Bình,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000196,Tôn Văn Rồng,Nam,1977-10-10 23:42:06.215989,Lạng Sơn,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000197,Dương Thị Minh,Nữ,1993-10-06 23:42:06.215989,Bạc Liêu,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000198,Hoàng Văn Em,Nam,1992-10-06 23:42:06.215989,Bình Định,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000199,Chu Văn Tài,Nam,1979-10-10 23:42:06.215989,Thái Nguyên,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000200,Phạm Thị Nga,Nữ,1995-10-06 23:42:06.215989,Lạng Sơn,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000201,Đinh Thị Quang,Nữ,1982-10-09 23:42:06.216994,Tuyên Quang,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000202,Phạm Thị Nga,Nữ,1997-10-05 23:42:06.216994,Tuyên Quang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000203,Lý Thị Nam,Nữ,1995-10-06 23:42:06.216994,Đắk Nông,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000204,Vũ Thị Phong,Nữ,1995-10-06 23:42:06.216994,Hà Nam,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000205,Phạm Thị Dũng,Nữ,1985-10-08 23:42:06.216994,Thanh Hóa,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Inactive,X
X_000206,Trần Thị Lan,Nữ,1988-10-07 23:42:06.216994,Bắc Kạn,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000207,Võ Văn Phúc,Nam,1990-10-07 23:42:06.216994,Bắc Kạn,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000208,Đỗ Văn Hùng,Nam,1996-10-05 23:42:06.216994,Long An,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000209,Phạm Quang Huy,Nam,1971-10-12 23:42:06.216994,Hà Tĩnh,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000210,Lưu Văn Sơn,Nam,1990-10-07 23:42:06.216994,Thừa Thiên Huế,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000211,Đặng Quốc Bảo,Nam,1972-10-11 23:42:06.216994,Bình Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000212,Nguyễn Thị An,Nữ,1995-10-06 23:42:06.216994,Hải Phòng,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000213,Đinh Văn Quang,Nam,1997-10-05 23:42:06.216994,Ninh Thuận,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000214,Đỗ Thị Yến,Nữ,1976-10-10 23:42:06.216994,Hải Dương,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000215,Trần Thị Lan,Nữ,1971-10-12 23:42:06.216994,Đồng Nai,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000216,Vũ Văn Phong,Nam,1994-10-06 23:42:06.216994,Quảng Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
X_000217,Bùi Thị Hải,Nữ,1978-10-10 23:42:06.216994,Đắk Nông,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000218,Hoàng Văn Đức,Nam,1997-10-05 23:42:06.216994,Hà Nội,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000219,Võ Văn Phúc,Nam,1997-10-05 23:42:06.216994,Trà Vinh,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000220,Phạm Quang Huy,Nam,1990-10-07 23:42:06.217985,Vĩnh Phúc,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000221,Chu Văn Tài,Nam,1987-10-08 23:42:06.217985,Bắc Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000222,Đỗ Văn Hùng,Nam,1977-10-10 23:42:06.217985,Bình Thuận,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000223,Lương Thị Uy,Nữ,1992-10-06 23:42:06.217985,Tiền Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000224,Dương Văn Minh,Nam,1980-10-09 23:42:06.217985,Đắk Lắk,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
X_000225,Lê Thị Hương,Nữ,1993-10-06 23:42:06.217985,Tiền Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Inactive,X
X_000226,Chu Văn Tài,Nam,1973-10-11 23:42:06.217985,Đà Nẵng,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000227,Võ Thị Phúc,Nữ,1989-10-07 23:42:06.217985,Sóc Trăng,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Closed,X
X_000228,Lương Văn Uy,Nam,1997-10-05 23:42:06.217985,Nghệ An,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000229,Nguyễn Thị Mai,Nữ,1995-10-06 23:42:06.217985,Hòa Bình,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000230,Vũ Thị Phong,Nữ,1998-10-05 23:42:06.217985,Kon Tum,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000231,Trần Đức Thành,Nam,1975-10-11 23:42:06.217985,Lai Châu,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000232,Bùi Thị Hải,Nữ,1987-10-08 23:42:06.217985,Lào Cai,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000233,Lê Hoàng Nam,Nam,1981-10-09 23:42:06.217985,Bạc Liêu,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Đầu tư,Active,X
X_000234,Dương Thị Minh,Nữ,1970-10-12 23:42:06.219010,Vĩnh Long,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000235,Lê Thị Cường,Nữ,1999-10-05 23:42:06.219010,Tiền Giang,Độc thân,Nước ngoài,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000236,Phạm Quang Huy,Nam,1978-10-10 23:42:06.219010,Phú Thọ,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000237,Dương Văn Minh,Nam,1971-10-12 23:42:06.219010,Hà Tĩnh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Kinh doanh,Active,X
X_000238,Bùi Văn Hải,Nam,1992-10-06 23:42:06.219010,Lào Cai,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000239,Hoàng Thị Em,Nữ,1978-10-10 23:42:06.219010,Hải Phòng,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000240,Lê Hoàng Nam,Nam,1981-10-09 23:42:06.219010,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000241,Hồ Văn Tài,Nam,1986-10-08 23:42:06.219010,Long An,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000242,Vũ Văn Phong,Nam,1988-10-07 23:42:06.219010,Bình Dương,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000243,Hoàng Văn Em,Nam,2000-10-04 23:42:06.219010,Nam Định,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000244,Bùi Thị Ngọc,Nữ,1975-10-11 23:42:06.219010,Hậu Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000245,Trần Văn Bình,Nam,1975-10-11 23:42:06.219010,Vĩnh Long,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Inactive,X
X_000246,Nguyễn Văn An,Nam,1989-10-07 23:42:06.219010,Đắk Lắk,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000247,Nguyễn Thị Mai,Nữ,1987-10-08 23:42:06.219010,Hà Nam,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000248,Hoàng Văn Em,Nam,1991-10-07 23:42:06.220019,Kon Tum,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000249,Nguyễn Minh Tuấn,Nam,2000-10-04 23:42:06.220019,Lạng Sơn,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,USD,Lương,Active,X
X_000250,Hoàng Thị Linh,Nữ,1999-10-05 23:42:06.220019,Phú Thọ,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000251,Trần Đức Thành,Nam,2000-10-04 23:42:06.220019,Tây Ninh,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000252,Đỗ Thị Yến,Nữ,1996-10-05 23:42:06.220019,Phú Thọ,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000253,Vũ Thị Hoa,Nữ,1992-10-06 23:42:06.220019,Long An,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000254,Hồ Văn Tài,Nam,1991-10-07 23:42:06.220019,Cà Mau,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000255,Lương Văn Uy,Nam,1997-10-05 23:42:06.220019,Kiên Giang,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000256,Nguyễn Văn An,Nam,1994-10-06 23:42:06.220019,Hà Tĩnh,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000257,Nguyễn Văn An,Nam,1974-10-11 23:42:06.220019,Sơn La,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Closed,X
X_000258,Đặng Thị Thu,Nữ,1993-10-06 23:42:06.220019,Thái Bình,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Inactive,X
X_000259,Đỗ Thị Yến,Nữ,1994-10-06 23:42:06.220019,Vĩnh Phúc,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000260,Hồ Thị Trang,Nữ,1980-10-09 23:42:06.220019,Quảng Ninh,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000261,Vũ Thị Hoa,Nữ,1991-10-07 23:42:06.220019,Khánh Hòa,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000262,Bùi Thị Ngọc,Nữ,1974-10-11 23:42:06.220019,Cần Thơ,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000263,Hồ Thị Khoa,Nữ,1971-10-12 23:42:06.220019,Thừa Thiên Huế,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000264,Đinh Văn Quang,Nam,1995-10-06 23:42:06.220983,An Giang,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000265,Hồ Văn Tài,Nam,1979-10-10 23:42:06.220983,Quảng Trị,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Inactive,X
X_000266,Nguyễn Thị An,Nữ,1992-10-06 23:42:06.220983,Bạc Liêu,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000267,Trần Văn Bình,Nam,1984-10-08 23:42:06.220983,Bình Dương,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000268,Hoàng Thị Linh,Nữ,1997-10-05 23:42:06.220983,Vĩnh Phúc,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000269,Lý Văn Nam,Nam,1980-10-09 23:42:06.220983,Đồng Tháp,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000270,Đỗ Thị Hùng,Nữ,1978-10-10 23:42:06.220983,An Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000271,Bùi Văn Thắng,Nam,1999-10-05 23:42:06.220983,Quảng Nam,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000272,Đỗ Văn Hùng,Nam,1985-10-08 23:42:06.220983,Đồng Tháp,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000273,Trần Thị Bình,Nữ,1984-10-08 23:42:06.220983,Đắk Lắk,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
X_000274,Đỗ Thị Hùng,Nữ,1981-10-09 23:42:06.220983,Vĩnh Long,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000275,Lê Văn Cường,Nam,1997-10-05 23:42:06.220983,Yên Bái,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Inactive,X
X_000276,Vũ Văn Phong,Nam,1994-10-06 23:42:06.220983,Bình Dương,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000277,Nguyễn Thị An,Nữ,1992-10-06 23:42:06.220983,Hưng Yên,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000278,Hồ Thị Khoa,Nữ,1995-10-06 23:42:06.220983,Thái Nguyên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000279,Phan Thị Oanh,Nữ,1977-10-10 23:42:06.220983,Điện Biên,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
X_000280,Lưu Thị Sơn,Nữ,1973-10-11 23:42:06.220983,Lạng Sơn,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Active,X
X_000281,Nguyễn Văn An,Nam,1970-10-12 23:42:06.220983,Lâm Đồng,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000282,Lương Văn Uy,Nam,1993-10-06 23:42:06.220983,Long An,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000283,Lê Thị Cường,Nữ,2000-10-04 23:42:06.220983,Hà Tĩnh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000284,Đỗ Minh Khang,Nam,1974-10-11 23:42:06.220983,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000285,Lý Thị Nam,Nữ,1981-10-09 23:42:06.221997,Vĩnh Long,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Inactive,X
X_000286,Dương Thị Minh,Nữ,1983-10-09 23:42:06.221997,Tây Ninh,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Đầu tư,Active,X
X_000287,Vũ Thị Hoa,Nữ,1995-10-06 23:42:06.221997,Cà Mau,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000288,Bùi Thị Hải,Nữ,1999-10-05 23:42:06.221997,Hải Phòng,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Lương,Active,X
X_000289,Hồ Văn Tài,Nam,1995-10-06 23:42:06.221997,Bà Rịa - Vũng Tàu,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Closed,X
X_000290,Võ Thị Phúc,Nữ,1978-10-10 23:42:06.221997,Long An,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000291,Dương Thị Minh,Nữ,1989-10-07 23:42:06.221997,Tuyên Quang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
X_000292,Hồ Thị Khoa,Nữ,1989-10-07 23:42:06.221997,Lâm Đồng,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
X_000293,Trần Thị Lan,Nữ,1983-10-09 23:42:06.221997,Quảng Trị,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
X_000294,Phan Văn Oanh,Nam,1992-10-06 23:42:06.221997,Tuyên Quang,Độc thân,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Đầu tư,Inactive,X
X_000295,Hồ Thị Khoa,Nữ,1977-10-10 23:42:06.221997,Bắc Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000296,Võ Văn Phúc,Nam,1975-10-11 23:42:06.221997,Tiền Giang,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
X_000297,Lương Văn Uy,Nam,1992-10-06 23:42:06.221997,Bến Tre,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000298,Phạm Thị Dũng,Nữ,1974-10-11 23:42:06.221997,Thái Nguyên,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
